+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 56.00 | -22.17 | 0.69 |      17     |   77.33    |
|  Gen 2   | 53.33 | -19.80 | 0.66 |      17     |   77.33    |
|  Gen 3   | 54.67 | -21.70 | 0.65 |      16     |   78.67    |
|  Gen 4   | 52.00 | -22.17 | 0.64 |      15     |   80.00    |
|  Gen 5   | 58.67 | -19.60 | 0.64 |      19     |   74.67    |
|  Gen 6   | 53.33 | -27.00 | 0.63 |      19     |   74.67    |
|  Gen 7   | 58.67 | -23.30 | 0.63 |      14     |   80.00    |
|  Gen 8   | 54.67 | -16.80 | 0.63 |      17     |   77.33    |
|  Gen 9   | 56.00 | -19.50 | 0.62 |      16     |   78.67    |
|  Gen 10  | 56.00 | -20.60 | 0.62 |      16     |   78.67    |
|  Gen 11  | 52.00 | -21.70 | 0.59 |      23     |   69.33    |
|  Gen 12  | 54.67 | -17.60 | 0.60 |      18     |   74.67    |
|  Gen 13  | 49.33 | -19.80 | 0.59 |      13     |   82.67    |
|  Gen 14  | 57.33 | -21.80 | 0.58 |      23     |   69.33    |
|  Gen 15  | 53.33 | -22.03 | 0.58 |      19     |   74.67    |
|  Gen 16  | 52.00 | -18.20 | 0.58 |      17     |   77.33    |
|  Gen 17  | 52.00 | -19.40 | 0.58 |      15     |   80.00    |
|  Gen 18  | 57.33 | -21.60 | 0.57 |      21     |   70.67    |
|  Gen 19  | 52.00 | -20.60 | 0.57 |      24     |   68.00    |
|  Gen 20  | 54.67 | -19.90 | 0.57 |      18     |   76.00    |
|  Gen 21  | 54.67 | -20.20 | 0.57 |      15     |   80.00    |
|  Gen 22  | 52.00 | -18.50 | 0.57 |      18     |   76.00    |
|  Gen 23  | 52.00 | -15.70 | 0.57 |      15     |   80.00    |
|  Gen 24  | 49.33 | -21.50 | 0.56 |      18     |   76.00    |
|  Gen 25  | 52.00 | -16.70 | 0.57 |      13     |   82.67    |
|  Gen 26  | 53.33 | -18.60 | 0.56 |      19     |   74.67    |
|  Gen 27  | 49.33 | -26.50 | 0.55 |      18     |   76.00    |
|  Gen 28  | 56.00 | -20.50 | 0.56 |      20     |   73.33    |
|  Gen 29  | 52.00 | -20.20 | 0.56 |      18     |   76.00    |
|  Gen 30  | 52.00 | -19.90 | 0.55 |      22     |   70.67    |
|  Gen 31  | 49.33 | -17.80 | 0.56 |      16     |   78.67    |
|  Gen 32  | 54.67 | -17.00 | 0.55 |      19     |   74.67    |
|  Gen 33  | 50.67 | -13.97 | 0.56 |      24     |   66.67    |
|  Gen 34  | 50.67 | -20.20 | 0.54 |      18     |   76.00    |
|  Gen 35  | 54.67 | -19.40 | 0.54 |      17     |   77.33    |
|  Gen 36  | 49.33 | -21.80 | 0.53 |      18     |   76.00    |
|  Gen 37  | 56.00 | -16.20 | 0.53 |      22     |   70.67    |
|  Gen 38  | 52.00 | -15.50 | 0.53 |      21     |   72.00    |
|  Gen 39  | 50.67 | -20.60 | 0.52 |      18     |   76.00    |
|  Gen 40  | 56.00 | -22.40 | 0.51 |      18     |   76.00    |
|  Gen 41  | 52.00 | -19.00 | 0.52 |      21     |   72.00    |
|  Gen 42  | 52.00 | -19.00 | 0.52 |      16     |   78.67    |
|  Gen 43  | 50.67 | -20.30 | 0.52 |      16     |   78.67    |
|  Gen 44  | 54.67 | -14.30 | 0.52 |      21     |   72.00    |
|  Gen 45  | 52.00 | -17.80 | 0.51 |      23     |   68.00    |
|  Gen 46  | 54.67 | -13.40 | 0.52 |      19     |   73.33    |
|  Gen 47  | 45.33 | -16.80 | 0.51 |      21     |   72.00    |
|  Gen 48  | 50.67 | -18.80 | 0.51 |      18     |   76.00    |
|  Gen 49  | 49.33 | -12.40 | 0.52 |      17     |   77.33    |
|  Gen 50  | 50.67 | -16.10 | 0.51 |      18     |   74.67    |
| Best GC  | 58.67 | -19.60 | 0.64 |      19     |   74.67    |
| Best MFE | 53.33 | -27.00 | 0.63 |      19     |   74.67    |
| Best CAI | 56.00 | -22.17 | 0.69 |      17     |   77.33    |
| Natural  | 46.67 | -17.50 | 0.57 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
