+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 55.11 | -80.43 | 0.60 |      52     |   76.89    |
|  Gen 2   | 50.67 | -79.40 | 0.60 |      48     |   78.67    |
|  Gen 3   | 49.78 | -71.77 | 0.60 |      55     |   75.56    |
|  Gen 4   | 48.89 | -84.00 | 0.57 |      46     |   79.56    |
|  Gen 5   | 51.56 | -83.77 | 0.57 |      60     |   72.89    |
|  Gen 6   | 51.56 | -75.40 | 0.57 |      57     |   74.22    |
|  Gen 7   | 51.56 | -79.63 | 0.56 |      51     |   76.89    |
|  Gen 8   | 50.67 | -81.63 | 0.56 |      56     |   74.67    |
|  Gen 9   | 51.56 | -77.40 | 0.56 |      51     |   77.33    |
|  Gen 10  | 50.22 | -68.83 | 0.57 |      47     |   79.11    |
|  Gen 11  | 49.33 | -72.13 | 0.56 |      52     |   76.89    |
|  Gen 12  | 50.22 | -76.10 | 0.55 |      52     |   76.89    |
|  Gen 13  | 50.22 | -78.80 | 0.55 |      43     |   80.44    |
|  Gen 14  | 52.44 | -76.90 | 0.55 |      53     |   76.44    |
|  Gen 15  | 51.11 | -71.90 | 0.56 |      48     |   78.22    |
|  Gen 16  | 53.33 | -79.97 | 0.54 |      53     |   76.44    |
|  Gen 17  | 51.11 | -76.20 | 0.54 |      57     |   74.22    |
|  Gen 18  | 52.44 | -76.70 | 0.54 |      58     |   74.22    |
|  Gen 19  | 49.78 | -72.20 | 0.55 |      59     |   73.33    |
|  Gen 20  | 52.44 | -71.60 | 0.55 |      53     |   76.00    |
|  Gen 21  | 49.33 | -86.00 | 0.53 |      53     |   76.00    |
|  Gen 22  | 51.11 | -77.50 | 0.54 |      60     |   73.33    |
|  Gen 23  | 48.44 | -71.10 | 0.54 |      49     |   78.22    |
|  Gen 24  | 52.00 | -75.30 | 0.53 |      56     |   75.11    |
|  Gen 25  | 50.22 | -86.67 | 0.52 |      59     |   73.78    |
|  Gen 26  | 50.67 | -74.10 | 0.53 |      47     |   79.11    |
|  Gen 27  | 47.56 | -69.50 | 0.54 |      47     |   78.67    |
|  Gen 28  | 48.89 | -74.60 | 0.53 |      38     |   82.67    |
|  Gen 29  | 50.22 | -71.50 | 0.54 |      52     |   76.89    |
|  Gen 30  | 48.89 | -75.70 | 0.53 |      61     |   72.44    |
|  Gen 31  | 48.89 | -74.20 | 0.53 |      49     |   77.78    |
|  Gen 32  | 48.00 | -77.80 | 0.52 |      43     |   80.89    |
|  Gen 33  | 49.78 | -79.40 | 0.52 |      49     |   77.78    |
|  Gen 34  | 50.67 | -75.20 | 0.52 |      48     |   78.67    |
|  Gen 35  | 50.67 | -75.90 | 0.52 |      52     |   76.89    |
|  Gen 36  | 51.56 | -81.90 | 0.51 |      53     |   76.44    |
|  Gen 37  | 50.22 | -84.40 | 0.51 |      58     |   74.22    |
|  Gen 38  | 48.89 | -74.40 | 0.52 |      50     |   77.33    |
|  Gen 39  | 50.22 | -72.80 | 0.53 |      50     |   77.33    |
|  Gen 40  | 49.33 | -75.20 | 0.52 |      50     |   77.78    |
|  Gen 41  | 49.33 | -73.20 | 0.52 |      51     |   77.33    |
|  Gen 42  | 47.56 | -71.10 | 0.52 |      47     |   79.11    |
|  Gen 43  | 52.44 | -72.63 | 0.52 |      45     |   79.11    |
|  Gen 44  | 49.33 | -84.73 | 0.50 |      59     |   73.33    |
|  Gen 45  | 52.00 | -74.10 | 0.52 |      49     |   78.22    |
|  Gen 46  | 45.78 | -69.67 | 0.53 |      47     |   78.67    |
|  Gen 47  | 50.22 | -79.90 | 0.51 |      45     |   80.00    |
|  Gen 48  | 49.33 | -79.63 | 0.51 |      54     |   76.00    |
|  Gen 49  | 50.67 | -79.20 | 0.51 |      57     |   74.67    |
|  Gen 50  | 50.22 | -74.70 | 0.51 |      58     |   74.22    |
| Best GC  | 55.11 | -80.43 | 0.60 |      52     |   76.89    |
| Best MFE | 50.22 | -86.67 | 0.52 |      59     |   73.78    |
| Best CAI | 49.78 | -71.77 | 0.60 |      55     |   75.56    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
