+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 51.56 | -83.70 | 0.62 |      50     |   77.78    |
|  Gen 2   | 53.78 | -88.50 | 0.59 |      57     |   74.67    |
|  Gen 3   | 51.56 | -77.63 | 0.60 |      51     |   76.89    |
|  Gen 4   | 51.11 | -81.47 | 0.59 |      53     |   76.44    |
|  Gen 5   | 49.78 | -87.30 | 0.58 |      46     |   79.56    |
|  Gen 6   | 52.00 | -75.30 | 0.60 |      55     |   75.11    |
|  Gen 7   | 53.78 | -72.70 | 0.60 |      59     |   73.33    |
|  Gen 8   | 54.22 | -76.87 | 0.59 |      47     |   79.11    |
|  Gen 9   | 51.11 | -76.30 | 0.57 |      47     |   79.11    |
|  Gen 10  | 52.44 | -75.03 | 0.57 |      46     |   79.11    |
|  Gen 11  | 49.78 | -78.80 | 0.56 |      52     |   76.44    |
|  Gen 12  | 47.11 | -75.33 | 0.56 |      51     |   77.33    |
|  Gen 13  | 48.00 | -76.30 | 0.56 |      49     |   78.22    |
|  Gen 14  | 48.44 | -75.47 | 0.56 |      48     |   78.67    |
|  Gen 15  | 50.67 | -71.67 | 0.56 |      51     |   77.33    |
|  Gen 16  | 50.67 | -76.70 | 0.55 |      48     |   78.67    |
|  Gen 17  | 49.33 | -72.67 | 0.56 |      57     |   74.67    |
|  Gen 18  | 48.89 | -81.97 | 0.54 |      46     |   79.56    |
|  Gen 19  | 51.56 | -79.13 | 0.54 |      53     |   76.00    |
|  Gen 20  | 49.33 | -71.90 | 0.55 |      53     |   76.00    |
|  Gen 21  | 50.22 | -80.30 | 0.54 |      49     |   77.78    |
|  Gen 22  | 50.67 | -78.20 | 0.54 |      55     |   75.11    |
|  Gen 23  | 48.00 | -66.07 | 0.56 |      42     |   81.33    |
|  Gen 24  | 50.22 | -74.37 | 0.54 |      47     |   78.67    |
|  Gen 25  | 49.33 | -70.23 | 0.55 |      43     |   80.89    |
|  Gen 26  | 49.33 | -75.70 | 0.54 |      52     |   76.89    |
|  Gen 27  | 50.67 | -77.00 | 0.53 |      48     |   78.22    |
|  Gen 28  | 48.89 | -69.33 | 0.54 |      49     |   78.22    |
|  Gen 29  | 50.22 | -72.37 | 0.54 |      55     |   75.56    |
|  Gen 30  | 51.11 | -73.60 | 0.54 |      51     |   77.33    |
|  Gen 31  | 46.67 | -79.10 | 0.53 |      53     |   76.44    |
|  Gen 32  | 52.00 | -67.50 | 0.54 |      49     |   78.22    |
|  Gen 33  | 50.67 | -68.17 | 0.54 |      53     |   76.44    |
|  Gen 34  | 48.44 | -66.30 | 0.54 |      45     |   80.00    |
|  Gen 35  | 48.00 | -80.50 | 0.52 |      53     |   76.00    |
|  Gen 36  | 52.44 | -81.20 | 0.52 |      58     |   74.22    |
|  Gen 37  | 51.11 | -74.47 | 0.53 |      49     |   78.22    |
|  Gen 38  | 49.78 | -71.30 | 0.53 |      55     |   75.56    |
|  Gen 39  | 50.22 | -73.70 | 0.53 |      44     |   80.00    |
|  Gen 40  | 48.89 | -69.87 | 0.53 |      57     |   74.67    |
|  Gen 41  | 49.78 | -75.77 | 0.52 |      54     |   75.56    |
|  Gen 42  | 50.22 | -71.47 | 0.53 |      56     |   74.67    |
|  Gen 43  | 49.78 | -75.30 | 0.52 |      55     |   75.56    |
|  Gen 44  | 52.00 | -75.27 | 0.52 |      57     |   73.78    |
|  Gen 45  | 48.00 | -75.23 | 0.52 |      51     |   77.33    |
|  Gen 46  | 51.56 | -72.10 | 0.52 |      59     |   73.33    |
|  Gen 47  | 46.67 | -85.53 | 0.50 |      50     |   77.78    |
|  Gen 48  | 49.33 | -76.87 | 0.51 |      53     |   76.44    |
|  Gen 49  | 49.78 | -76.17 | 0.51 |      56     |   74.67    |
|  Gen 50  | 50.22 | -72.67 | 0.52 |      57     |   74.22    |
| Best GC  | 54.22 | -76.87 | 0.59 |      47     |   79.11    |
| Best MFE | 53.78 | -88.50 | 0.59 |      57     |   74.67    |
| Best CAI | 51.56 | -83.70 | 0.62 |      50     |   77.78    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
