+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 52.89 | -75.70 | 0.59 |      55     |   75.11    |
|  Gen 2   | 51.11 | -85.47 | 0.57 |      55     |   75.11    |
|  Gen 3   | 53.78 | -79.40 | 0.56 |      62     |   72.44    |
|  Gen 4   | 48.44 | -70.60 | 0.58 |      47     |   79.11    |
|  Gen 5   | 48.89 | -79.07 | 0.56 |      45     |   80.00    |
|  Gen 6   | 48.44 | -75.50 | 0.56 |      52     |   76.00    |
|  Gen 7   | 49.78 | -73.47 | 0.56 |      50     |   77.78    |
|  Gen 8   | 51.56 | -75.37 | 0.56 |      62     |   72.44    |
|  Gen 9   | 51.56 | -74.93 | 0.56 |      52     |   76.44    |
|  Gen 10  | 48.44 | -79.60 | 0.55 |      55     |   75.56    |
|  Gen 11  | 52.44 | -75.30 | 0.56 |      50     |   77.78    |
|  Gen 12  | 52.00 | -71.13 | 0.56 |      44     |   80.44    |
|  Gen 13  | 48.89 | -76.60 | 0.55 |      62     |   72.44    |
|  Gen 14  | 50.22 | -76.63 | 0.55 |      48     |   78.67    |
|  Gen 15  | 52.44 | -73.00 | 0.55 |      56     |   75.11    |
|  Gen 16  | 51.11 | -79.90 | 0.54 |      44     |   80.44    |
|  Gen 17  | 53.33 | -80.87 | 0.54 |      53     |   75.56    |
|  Gen 18  | 47.56 | -75.00 | 0.55 |      43     |   80.89    |
|  Gen 19  | 50.22 | -76.83 | 0.54 |      55     |   75.56    |
|  Gen 20  | 48.89 | -72.50 | 0.55 |      52     |   76.89    |
|  Gen 21  | 50.22 | -75.47 | 0.54 |      47     |   78.67    |
|  Gen 22  | 50.67 | -79.60 | 0.54 |      52     |   76.44    |
|  Gen 23  | 50.67 | -71.17 | 0.55 |      55     |   75.56    |
|  Gen 24  | 53.33 | -83.97 | 0.53 |      49     |   78.22    |
|  Gen 25  | 52.44 | -83.40 | 0.53 |      54     |   75.56    |
|  Gen 26  | 51.56 | -76.37 | 0.54 |      50     |   77.78    |
|  Gen 27  | 50.22 | -74.60 | 0.54 |      45     |   80.00    |
|  Gen 28  | 51.11 | -77.10 | 0.53 |      51     |   77.33    |
|  Gen 29  | 49.78 | -69.00 | 0.54 |      47     |   79.11    |
|  Gen 30  | 49.78 | -80.00 | 0.53 |      49     |   78.22    |
|  Gen 31  | 49.33 | -72.87 | 0.54 |      57     |   74.22    |
|  Gen 32  | 49.33 | -72.60 | 0.54 |      49     |   77.78    |
|  Gen 33  | 50.67 | -73.80 | 0.53 |      52     |   76.00    |
|  Gen 34  | 48.89 | -72.50 | 0.53 |      52     |   76.89    |
|  Gen 35  | 50.67 | -72.57 | 0.53 |      54     |   75.56    |
|  Gen 36  | 52.00 | -82.77 | 0.52 |      55     |   75.11    |
|  Gen 37  | 48.00 | -78.60 | 0.52 |      50     |   76.89    |
|  Gen 38  | 52.44 | -78.00 | 0.52 |      58     |   73.78    |
|  Gen 39  | 48.44 | -70.10 | 0.53 |      48     |   78.67    |
|  Gen 40  | 49.78 | -74.00 | 0.52 |      53     |   76.44    |
|  Gen 41  | 49.78 | -80.30 | 0.51 |      56     |   74.67    |
|  Gen 42  | 47.11 | -72.90 | 0.52 |      52     |   76.89    |
|  Gen 43  | 47.56 | -69.30 | 0.53 |      59     |   73.33    |
|  Gen 44  | 49.78 | -76.97 | 0.51 |      50     |   77.78    |
|  Gen 45  | 49.78 | -78.70 | 0.51 |      45     |   79.56    |
|  Gen 46  | 48.89 | -73.30 | 0.52 |      61     |   72.89    |
|  Gen 47  | 48.00 | -71.20 | 0.52 |      47     |   79.11    |
|  Gen 48  | 47.11 | -78.57 | 0.51 |      53     |   76.00    |
|  Gen 49  | 48.89 | -75.90 | 0.51 |      50     |   77.33    |
|  Gen 50  | 50.22 | -80.77 | 0.50 |      50     |   77.78    |
| Best GC  | 53.78 | -79.40 | 0.56 |      62     |   72.44    |
| Best MFE | 49.78 | -86.20 | 0.44 |      49     |   78.22    |
| Best CAI | 52.89 | -75.70 | 0.59 |      55     |   75.11    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
