+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 49.49 | -41.40 | 0.49 |      18     |   81.82    |
|  Gen 2   | 50.51 | -37.50 | 0.53 |      31     |   68.69    |
|  Gen 3   | 53.54 | -34.20 | 0.52 |      24     |   75.76    |
|  Gen 4   | 51.52 | -38.00 | 0.48 |      25     |   74.75    |
|  Gen 5   | 49.49 | -34.20 | 0.58 |      21     |   78.79    |
|  Gen 6   | 51.52 | -29.30 | 0.64 |      29     |   70.71    |
|  Gen 7   | 52.53 | -35.83 | 0.44 |      27     |   72.73    |
|  Gen 8   | 53.54 | -34.20 | 0.45 |      29     |   69.70    |
|  Gen 9   | 47.47 | -35.30 | 0.56 |      25     |   74.75    |
|  Gen 10  | 49.49 | -30.30 | 0.62 |      21     |   78.79    |
|  Gen 11  | 52.53 | -25.50 | 0.62 |      25     |   74.75    |
|  Gen 12  | 51.52 | -27.80 | 0.58 |      22     |   77.78    |
|  Gen 13  | 50.51 | -27.50 | 0.60 |      29     |   70.71    |
|  Gen 14  | 51.52 | -29.50 | 0.53 |      24     |   75.76    |
|  Gen 15  | 52.53 | -28.90 | 0.50 |      25     |   74.75    |
|  Gen 16  | 50.51 | -32.50 | 0.46 |      21     |   78.79    |
|  Gen 17  | 50.51 | -28.10 | 0.55 |      29     |   70.71    |
|  Gen 18  | 49.49 | -29.40 | 0.55 |      19     |   80.81    |
|  Gen 19  | 49.49 | -30.50 | 0.52 |      27     |   71.72    |
|  Gen 20  | 47.47 | -30.30 | 0.57 |      28     |   70.71    |
|  Gen 21  | 48.48 | -30.67 | 0.53 |      31     |   68.69    |
|  Gen 22  | 50.51 | -28.80 | 0.52 |      27     |   72.73    |
|  Gen 23  | 48.48 | -32.90 | 0.47 |      26     |   72.73    |
|  Gen 24  | 51.52 | -31.10 | 0.44 |      26     |   73.74    |
|  Gen 25  | 49.49 | -32.70 | 0.45 |      29     |   69.70    |
|  Gen 26  | 49.49 | -29.90 | 0.50 |      27     |   72.73    |
|  Gen 27  | 50.51 | -27.27 | 0.53 |      30     |   68.69    |
|  Gen 28  | 49.49 | -30.50 | 0.48 |      22     |   77.78    |
|  Gen 29  | 48.48 | -24.40 | 0.64 |      26     |   73.74    |
|  Gen 30  | 47.47 | -31.50 | 0.49 |      26     |   73.74    |
|  Gen 31  | 51.52 | -31.70 | 0.38 |      31     |   68.69    |
|  Gen 32  | 46.46 | -30.80 | 0.52 |      23     |   76.77    |
|  Gen 33  | 49.49 | -25.90 | 0.56 |      24     |   74.75    |
|  Gen 34  | 53.54 | -24.77 | 0.46 |      25     |   72.73    |
|  Gen 35  | 46.46 | -30.90 | 0.49 |      28     |   71.72    |
|  Gen 36  | 48.48 | -31.30 | 0.43 |      23     |   76.77    |
|  Gen 37  | 46.46 | -33.30 | 0.43 |      20     |   79.80    |
|  Gen 38  | 49.49 | -23.50 | 0.58 |      26     |   73.74    |
|  Gen 39  | 47.47 | -28.40 | 0.51 |      24     |   73.74    |
|  Gen 40  | 47.47 | -29.40 | 0.49 |      29     |   70.71    |
|  Gen 41  | 49.49 | -29.30 | 0.44 |      31     |   68.69    |
|  Gen 42  | 50.51 | -23.40 | 0.55 |      26     |   73.74    |
|  Gen 43  | 50.51 | -21.00 | 0.60 |      27     |   72.73    |
|  Gen 44  | 50.51 | -27.60 | 0.45 |      27     |   71.72    |
|  Gen 45  | 47.47 | -28.10 | 0.50 |      30     |   67.68    |
|  Gen 46  | 52.53 | -25.90 | 0.42 |      27     |   71.72    |
|  Gen 47  | 46.46 | -29.50 | 0.49 |      27     |   72.73    |
|  Gen 48  | 45.45 | -27.90 | 0.54 |      25     |   74.75    |
|  Gen 49  | 48.48 | -26.50 | 0.49 |      25     |   74.75    |
|  Gen 50  | 48.48 | -28.97 | 0.43 |      20     |   79.80    |
| Best GC  | 53.54 | -34.20 | 0.52 |      24     |   75.76    |
| Best MFE | 49.49 | -41.40 | 0.49 |      18     |   81.82    |
| Best CAI | 48.48 | -24.40 | 0.64 |      26     |   73.74    |
| Natural  | 50.51 | -32.30 | 0.59 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
