+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 57.14 | -36.50 | 0.70 |      24     |   77.14    |
|  Gen 2   | 56.19 | -32.20 | 0.65 |      22     |   79.05    |
|  Gen 3   | 56.19 | -30.50 | 0.65 |      26     |   75.24    |
|  Gen 4   | 51.43 | -28.70 | 0.62 |      25     |   76.19    |
|  Gen 5   | 53.33 | -29.47 | 0.60 |      28     |   73.33    |
|  Gen 6   | 50.48 | -34.60 | 0.59 |      24     |   77.14    |
|  Gen 7   | 53.33 | -39.50 | 0.58 |      29     |   72.38    |
|  Gen 8   | 52.38 | -30.30 | 0.59 |      28     |   73.33    |
|  Gen 9   | 49.52 | -32.70 | 0.59 |      27     |   74.29    |
|  Gen 10  | 51.43 | -33.67 | 0.58 |      21     |   80.00    |
|  Gen 11  | 54.29 | -34.80 | 0.58 |      24     |   77.14    |
|  Gen 12  | 49.52 | -38.27 | 0.56 |      26     |   75.24    |
|  Gen 13  | 50.48 | -34.00 | 0.57 |      28     |   72.38    |
|  Gen 14  | 51.43 | -33.83 | 0.57 |      29     |   72.38    |
|  Gen 15  | 51.43 | -34.80 | 0.56 |      29     |   72.38    |
|  Gen 16  | 53.33 | -36.57 | 0.56 |      22     |   79.05    |
|  Gen 17  | 50.48 | -33.23 | 0.56 |      20     |   80.95    |
|  Gen 18  | 53.33 | -32.50 | 0.56 |      30     |   71.43    |
|  Gen 19  | 49.52 | -33.00 | 0.56 |      18     |   82.86    |
|  Gen 20  | 52.38 | -35.40 | 0.54 |      25     |   76.19    |
|  Gen 21  | 51.43 | -23.20 | 0.56 |      21     |   80.00    |
|  Gen 22  | 51.43 | -38.00 | 0.54 |      31     |   70.48    |
|  Gen 23  | 50.48 | -31.70 | 0.55 |      23     |   78.10    |
|  Gen 24  | 47.62 | -27.10 | 0.55 |      22     |   78.10    |
|  Gen 25  | 50.48 | -32.80 | 0.54 |      26     |   75.24    |
|  Gen 26  | 49.52 | -30.60 | 0.54 |      31     |   70.48    |
|  Gen 27  | 54.29 | -32.30 | 0.54 |      27     |   74.29    |
|  Gen 28  | 48.57 | -37.27 | 0.53 |      28     |   73.33    |
|  Gen 29  | 51.43 | -36.60 | 0.53 |      27     |   74.29    |
|  Gen 30  | 52.38 | -28.07 | 0.54 |      33     |   68.57    |
|  Gen 31  | 48.57 | -29.50 | 0.53 |      24     |   77.14    |
|  Gen 32  | 52.38 | -29.40 | 0.53 |      30     |   71.43    |
|  Gen 33  | 50.48 | -27.40 | 0.53 |      25     |   76.19    |
|  Gen 34  | 45.71 | -31.20 | 0.53 |      22     |   78.10    |
|  Gen 35  | 48.57 | -22.60 | 0.54 |      25     |   76.19    |
|  Gen 36  | 51.43 | -28.80 | 0.53 |      23     |   78.10    |
|  Gen 37  | 51.43 | -33.90 | 0.52 |      25     |   76.19    |
|  Gen 38  | 48.57 | -25.40 | 0.53 |      29     |   72.38    |
|  Gen 39  | 47.62 | -28.73 | 0.53 |      26     |   75.24    |
|  Gen 40  | 50.48 | -29.20 | 0.53 |      25     |   76.19    |
|  Gen 41  | 50.48 | -32.80 | 0.52 |      31     |   70.48    |
|  Gen 42  | 51.43 | -30.60 | 0.52 |      26     |   75.24    |
|  Gen 43  | 51.43 | -33.50 | 0.52 |      29     |   72.38    |
|  Gen 44  | 48.57 | -28.33 | 0.52 |      31     |   70.48    |
|  Gen 45  | 49.52 | -37.10 | 0.51 |      20     |   80.95    |
|  Gen 46  | 45.71 | -35.70 | 0.51 |      29     |   72.38    |
|  Gen 47  | 44.76 | -27.67 | 0.52 |      26     |   75.24    |
|  Gen 48  | 52.38 | -26.73 | 0.52 |      25     |   76.19    |
|  Gen 49  | 53.33 | -31.83 | 0.51 |      30     |   71.43    |
|  Gen 50  | 49.52 | -28.70 | 0.51 |      25     |   76.19    |
| Best GC  | 57.14 | -36.50 | 0.70 |      24     |   77.14    |
| Best MFE | 53.33 | -39.50 | 0.58 |      29     |   72.38    |
| Best CAI | 57.14 | -36.50 | 0.70 |      24     |   77.14    |
| Natural  | 45.71 | -27.47 | 0.56 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
