+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 52.44 | -83.70 | 0.62 |      48     |   78.67    |
|  Gen 2   | 50.22 | -87.23 | 0.61 |      51     |   77.33    |
|  Gen 3   | 48.44 | -78.37 | 0.57 |      45     |   79.11    |
|  Gen 4   | 52.89 | -82.20 | 0.56 |      54     |   76.00    |
|  Gen 5   | 52.00 | -78.10 | 0.57 |      47     |   79.11    |
|  Gen 6   | 53.33 | -78.80 | 0.57 |      45     |   79.56    |
|  Gen 7   | 50.22 | -89.43 | 0.55 |      47     |   79.11    |
|  Gen 8   | 55.11 | -83.33 | 0.56 |      50     |   77.78    |
|  Gen 9   | 52.44 | -83.20 | 0.56 |      52     |   76.44    |
|  Gen 10  | 51.56 | -79.10 | 0.56 |      56     |   75.11    |
|  Gen 11  | 53.78 | -85.70 | 0.55 |      61     |   72.44    |
|  Gen 12  | 51.56 | -77.50 | 0.56 |      48     |   78.67    |
|  Gen 13  | 51.11 | -79.30 | 0.56 |      54     |   76.00    |
|  Gen 14  | 51.11 | -78.10 | 0.56 |      49     |   78.22    |
|  Gen 15  | 52.89 | -80.77 | 0.55 |      47     |   78.67    |
|  Gen 16  | 51.11 | -76.20 | 0.56 |      55     |   75.56    |
|  Gen 17  | 48.89 | -73.83 | 0.56 |      44     |   80.00    |
|  Gen 18  | 51.11 | -78.87 | 0.55 |      44     |   80.44    |
|  Gen 19  | 51.11 | -73.30 | 0.55 |      57     |   74.67    |
|  Gen 20  | 49.78 | -75.87 | 0.55 |      57     |   74.67    |
|  Gen 21  | 50.67 | -75.13 | 0.55 |      59     |   73.78    |
|  Gen 22  | 52.89 | -82.47 | 0.54 |      51     |   77.33    |
|  Gen 23  | 49.78 | -76.57 | 0.54 |      56     |   74.67    |
|  Gen 24  | 49.78 | -85.77 | 0.53 |      49     |   78.22    |
|  Gen 25  | 50.22 | -73.30 | 0.55 |      47     |   79.11    |
|  Gen 26  | 51.56 | -73.70 | 0.54 |      50     |   77.78    |
|  Gen 27  | 50.22 | -72.47 | 0.54 |      50     |   77.78    |
|  Gen 28  | 50.22 | -74.70 | 0.54 |      49     |   77.78    |
|  Gen 29  | 50.67 | -74.40 | 0.54 |      54     |   76.00    |
|  Gen 30  | 50.22 | -82.83 | 0.52 |      48     |   78.67    |
|  Gen 31  | 48.89 | -78.10 | 0.53 |      50     |   77.78    |
|  Gen 32  | 51.11 | -68.00 | 0.54 |      53     |   76.00    |
|  Gen 33  | 49.33 | -76.67 | 0.52 |      47     |   79.11    |
|  Gen 34  | 50.22 | -70.53 | 0.53 |      44     |   80.44    |
|  Gen 35  | 51.11 | -73.43 | 0.53 |      52     |   76.89    |
|  Gen 36  | 49.33 | -64.77 | 0.54 |      53     |   76.44    |
|  Gen 37  | 51.56 | -72.47 | 0.53 |      47     |   79.11    |
|  Gen 38  | 50.22 | -73.10 | 0.53 |      51     |   77.33    |
|  Gen 39  | 48.44 | -64.90 | 0.54 |      61     |   72.00    |
|  Gen 40  | 48.89 | -73.90 | 0.52 |      58     |   74.22    |
|  Gen 41  | 50.67 | -83.47 | 0.50 |      46     |   79.56    |
|  Gen 42  | 50.22 | -74.80 | 0.52 |      52     |   76.89    |
|  Gen 43  | 51.11 | -80.60 | 0.51 |      56     |   75.11    |
|  Gen 44  | 49.33 | -76.47 | 0.51 |      46     |   78.67    |
|  Gen 45  | 49.33 | -66.20 | 0.52 |      54     |   76.00    |
|  Gen 46  | 49.78 | -77.50 | 0.50 |      51     |   77.33    |
|  Gen 47  | 50.67 | -76.93 | 0.50 |      56     |   75.11    |
|  Gen 48  | 50.67 | -65.13 | 0.52 |      45     |   80.00    |
|  Gen 49  | 48.89 | -71.43 | 0.51 |      48     |   78.67    |
|  Gen 50  | 48.89 | -76.93 | 0.50 |      54     |   76.00    |
| Best GC  | 55.11 | -83.33 | 0.56 |      50     |   77.78    |
| Best MFE | 50.22 | -89.43 | 0.55 |      47     |   79.11    |
| Best CAI | 52.44 | -83.70 | 0.62 |      48     |   78.67    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
