+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 53.33 | -86.70 | 0.63 |      56     |   74.67    |
|  Gen 2   | 52.44 | -88.73 | 0.58 |      52     |   76.89    |
|  Gen 3   | 51.11 | -75.37 | 0.59 |      60     |   72.89    |
|  Gen 4   | 53.78 | -73.70 | 0.58 |      51     |   77.33    |
|  Gen 5   | 50.67 | -87.70 | 0.55 |      52     |   76.89    |
|  Gen 6   | 50.22 | -73.13 | 0.57 |      55     |   75.56    |
|  Gen 7   | 53.33 | -74.80 | 0.57 |      54     |   75.11    |
|  Gen 8   | 53.33 | -92.23 | 0.54 |      60     |   73.33    |
|  Gen 9   | 51.11 | -65.47 | 0.58 |      55     |   75.56    |
|  Gen 10  | 51.11 | -79.90 | 0.56 |      45     |   80.00    |
|  Gen 11  | 49.33 | -70.97 | 0.56 |      56     |   74.67    |
|  Gen 12  | 49.33 | -79.80 | 0.55 |      57     |   74.67    |
|  Gen 13  | 51.11 | -73.70 | 0.56 |      40     |   82.22    |
|  Gen 14  | 51.11 | -78.00 | 0.54 |      45     |   80.00    |
|  Gen 15  | 50.67 | -79.83 | 0.54 |      51     |   76.89    |
|  Gen 16  | 49.78 | -71.07 | 0.55 |      52     |   76.89    |
|  Gen 17  | 52.00 | -70.00 | 0.55 |      49     |   78.22    |
|  Gen 18  | 51.11 | -71.07 | 0.54 |      47     |   79.11    |
|  Gen 19  | 52.00 | -78.13 | 0.53 |      55     |   75.56    |
|  Gen 20  | 50.22 | -78.30 | 0.53 |      52     |   76.89    |
|  Gen 21  | 48.44 | -70.80 | 0.54 |      42     |   81.33    |
|  Gen 22  | 49.78 | -67.73 | 0.54 |      53     |   76.44    |
|  Gen 23  | 47.56 | -75.20 | 0.53 |      53     |   76.44    |
|  Gen 24  | 49.78 | -75.27 | 0.53 |      58     |   74.22    |
|  Gen 25  | 51.11 | -77.33 | 0.52 |      53     |   76.00    |
|  Gen 26  | 48.44 | -69.80 | 0.53 |      44     |   80.44    |
|  Gen 27  | 50.22 | -81.83 | 0.51 |      56     |   75.11    |
|  Gen 28  | 48.00 | -73.50 | 0.53 |      35     |   84.44    |
|  Gen 29  | 50.67 | -74.83 | 0.52 |      48     |   78.67    |
|  Gen 30  | 49.78 | -73.17 | 0.53 |      55     |   75.56    |
|  Gen 31  | 49.78 | -77.20 | 0.52 |      61     |   72.89    |
|  Gen 32  | 46.67 | -67.10 | 0.53 |      50     |   77.33    |
|  Gen 33  | 54.67 | -87.20 | 0.50 |      56     |   75.11    |
|  Gen 34  | 47.11 | -79.40 | 0.51 |      58     |   74.22    |
|  Gen 35  | 49.33 | -83.70 | 0.50 |      50     |   77.78    |
|  Gen 36  | 48.44 | -72.67 | 0.52 |      59     |   73.78    |
|  Gen 37  | 50.22 | -66.50 | 0.52 |      48     |   78.22    |
|  Gen 38  | 48.89 | -71.30 | 0.52 |      45     |   80.00    |
|  Gen 39  | 47.11 | -74.80 | 0.51 |      52     |   76.00    |
|  Gen 40  | 50.67 | -69.10 | 0.52 |      50     |   77.78    |
|  Gen 41  | 49.33 | -71.70 | 0.51 |      45     |   80.00    |
|  Gen 42  | 49.78 | -68.00 | 0.52 |      51     |   77.33    |
|  Gen 43  | 50.67 | -67.97 | 0.52 |      54     |   75.56    |
|  Gen 44  | 52.44 | -77.20 | 0.50 |      60     |   73.33    |
|  Gen 45  | 48.89 | -77.83 | 0.50 |      46     |   78.67    |
|  Gen 46  | 47.11 | -66.90 | 0.52 |      54     |   75.56    |
|  Gen 47  | 50.67 | -73.73 | 0.51 |      53     |   76.44    |
|  Gen 48  | 48.00 | -71.50 | 0.51 |      50     |   77.78    |
|  Gen 49  | 53.33 | -68.50 | 0.51 |      47     |   79.11    |
|  Gen 50  | 46.22 | -72.50 | 0.50 |      48     |   78.67    |
| Best GC  | 54.67 | -87.20 | 0.50 |      56     |   75.11    |
| Best MFE | 53.33 | -92.23 | 0.54 |      60     |   73.33    |
| Best CAI | 53.33 | -86.70 | 0.63 |      56     |   74.67    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
