+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 51.56 | -82.33 | 0.60 |      44     |   80.44    |
|  Gen 2   | 54.22 | -81.47 | 0.59 |      55     |   75.56    |
|  Gen 3   | 54.22 | -71.40 | 0.60 |      53     |   76.44    |
|  Gen 4   | 52.00 | -71.20 | 0.60 |      51     |   77.33    |
|  Gen 5   | 48.89 | -81.17 | 0.58 |      51     |   77.33    |
|  Gen 6   | 50.22 | -75.70 | 0.58 |      54     |   75.56    |
|  Gen 7   | 52.00 | -78.87 | 0.58 |      50     |   77.78    |
|  Gen 8   | 49.33 | -73.77 | 0.58 |      46     |   79.56    |
|  Gen 9   | 51.56 | -67.90 | 0.59 |      50     |   77.78    |
|  Gen 10  | 49.33 | -71.90 | 0.58 |      57     |   74.22    |
|  Gen 11  | 48.00 | -79.60 | 0.56 |      52     |   76.44    |
|  Gen 12  | 52.89 | -77.20 | 0.57 |      56     |   75.11    |
|  Gen 13  | 52.00 | -84.30 | 0.56 |      50     |   77.78    |
|  Gen 14  | 55.11 | -81.77 | 0.56 |      41     |   81.78    |
|  Gen 15  | 49.33 | -76.10 | 0.56 |      55     |   75.11    |
|  Gen 16  | 52.44 | -80.03 | 0.56 |      45     |   80.00    |
|  Gen 17  | 48.89 | -81.00 | 0.55 |      49     |   78.22    |
|  Gen 18  | 51.56 | -78.40 | 0.56 |      50     |   77.78    |
|  Gen 19  | 49.78 | -71.07 | 0.57 |      52     |   76.44    |
|  Gen 20  | 48.44 | -79.00 | 0.55 |      51     |   77.33    |
|  Gen 21  | 48.89 | -74.60 | 0.55 |      45     |   80.00    |
|  Gen 22  | 50.22 | -80.10 | 0.54 |      51     |   76.89    |
|  Gen 23  | 49.78 | -76.30 | 0.55 |      57     |   74.22    |
|  Gen 24  | 50.67 | -74.73 | 0.55 |      56     |   75.11    |
|  Gen 25  | 49.78 | -73.90 | 0.55 |      52     |   76.89    |
|  Gen 26  | 48.44 | -78.97 | 0.54 |      45     |   80.00    |
|  Gen 27  | 48.44 | -85.50 | 0.53 |      44     |   80.44    |
|  Gen 28  | 48.44 | -72.20 | 0.55 |      50     |   77.33    |
|  Gen 29  | 49.78 | -81.80 | 0.53 |      56     |   74.67    |
|  Gen 30  | 50.22 | -72.00 | 0.55 |      44     |   80.00    |
|  Gen 31  | 50.22 | -81.07 | 0.53 |      44     |   80.44    |
|  Gen 32  | 50.67 | -80.87 | 0.53 |      47     |   79.11    |
|  Gen 33  | 50.67 | -88.50 | 0.52 |      53     |   76.44    |
|  Gen 34  | 51.11 | -84.50 | 0.52 |      48     |   78.22    |
|  Gen 35  | 48.44 | -75.60 | 0.53 |      51     |   76.89    |
|  Gen 36  | 51.11 | -69.17 | 0.54 |      45     |   80.00    |
|  Gen 37  | 51.11 | -75.70 | 0.53 |      57     |   74.67    |
|  Gen 38  | 48.89 | -78.27 | 0.52 |      49     |   77.78    |
|  Gen 39  | 48.89 | -72.83 | 0.53 |      53     |   76.00    |
|  Gen 40  | 47.11 | -70.50 | 0.53 |      46     |   79.56    |
|  Gen 41  | 50.67 | -74.40 | 0.53 |      51     |   77.33    |
|  Gen 42  | 50.67 | -75.67 | 0.52 |      57     |   74.67    |
|  Gen 43  | 48.89 | -77.90 | 0.52 |      53     |   76.00    |
|  Gen 44  | 49.78 | -69.77 | 0.53 |      51     |   77.33    |
|  Gen 45  | 47.11 | -70.30 | 0.53 |      44     |   80.44    |
|  Gen 46  | 51.56 | -69.73 | 0.53 |      53     |   76.44    |
|  Gen 47  | 49.33 | -76.00 | 0.52 |      49     |   78.22    |
|  Gen 48  | 49.33 | -72.53 | 0.52 |      54     |   76.00    |
|  Gen 49  | 46.22 | -70.63 | 0.53 |      46     |   79.56    |
|  Gen 50  | 48.44 | -77.97 | 0.51 |      46     |   79.56    |
| Best GC  | 55.11 | -81.77 | 0.56 |      41     |   81.78    |
| Best MFE | 50.67 | -88.50 | 0.52 |      53     |   76.44    |
| Best CAI | 54.22 | -71.40 | 0.60 |      53     |   76.44    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
