+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 50.67 | -78.53 | 0.60 |      49     |   78.22    |
|  Gen 2   | 52.44 | -87.03 | 0.59 |      52     |   76.44    |
|  Gen 3   | 51.56 | -79.90 | 0.59 |      50     |   77.78    |
|  Gen 4   | 48.89 | -77.43 | 0.59 |      58     |   73.78    |
|  Gen 5   | 51.56 | -71.90 | 0.58 |      51     |   77.33    |
|  Gen 6   | 52.44 | -70.83 | 0.58 |      53     |   76.44    |
|  Gen 7   | 52.44 | -81.23 | 0.57 |      49     |   78.22    |
|  Gen 8   | 52.89 | -86.77 | 0.56 |      56     |   74.67    |
|  Gen 9   | 50.22 | -75.10 | 0.57 |      56     |   75.11    |
|  Gen 10  | 54.22 | -72.40 | 0.57 |      57     |   74.67    |
|  Gen 11  | 51.11 | -80.73 | 0.56 |      45     |   80.00    |
|  Gen 12  | 48.89 | -75.40 | 0.56 |      51     |   77.33    |
|  Gen 13  | 49.33 | -81.00 | 0.55 |      51     |   77.33    |
|  Gen 14  | 50.22 | -74.90 | 0.56 |      50     |   77.78    |
|  Gen 15  | 50.67 | -73.60 | 0.56 |      47     |   78.67    |
|  Gen 16  | 49.33 | -77.80 | 0.55 |      61     |   72.44    |
|  Gen 17  | 50.67 | -76.77 | 0.55 |      48     |   78.22    |
|  Gen 18  | 52.44 | -74.50 | 0.55 |      52     |   76.89    |
|  Gen 19  | 50.22 | -81.23 | 0.54 |      44     |   80.00    |
|  Gen 20  | 47.56 | -74.60 | 0.54 |      49     |   78.22    |
|  Gen 21  | 49.33 | -76.43 | 0.54 |      44     |   80.44    |
|  Gen 22  | 49.33 | -72.10 | 0.54 |      51     |   77.33    |
|  Gen 23  | 52.00 | -73.17 | 0.54 |      43     |   80.89    |
|  Gen 24  | 51.56 | -79.43 | 0.53 |      54     |   76.00    |
|  Gen 25  | 49.33 | -80.70 | 0.53 |      55     |   75.11    |
|  Gen 26  | 51.56 | -78.93 | 0.53 |      56     |   74.67    |
|  Gen 27  | 52.44 | -73.30 | 0.53 |      52     |   76.89    |
|  Gen 28  | 51.11 | -81.73 | 0.52 |      55     |   75.56    |
|  Gen 29  | 49.33 | -80.90 | 0.52 |      51     |   77.33    |
|  Gen 30  | 48.00 | -77.00 | 0.53 |      53     |   76.00    |
|  Gen 31  | 53.78 | -80.27 | 0.52 |      53     |   75.56    |
|  Gen 32  | 50.22 | -78.20 | 0.52 |      50     |   77.78    |
|  Gen 33  | 49.78 | -81.40 | 0.52 |      49     |   77.78    |
|  Gen 34  | 48.89 | -72.57 | 0.53 |      48     |   78.67    |
|  Gen 35  | 50.22 | -72.57 | 0.53 |      54     |   76.00    |
|  Gen 36  | 50.22 | -79.13 | 0.52 |      53     |   76.44    |
|  Gen 37  | 49.78 | -75.90 | 0.52 |      45     |   80.00    |
|  Gen 38  | 51.11 | -79.10 | 0.52 |      49     |   78.22    |
|  Gen 39  | 46.22 | -66.40 | 0.53 |      46     |   79.56    |
|  Gen 40  | 48.89 | -73.90 | 0.52 |      49     |   78.22    |
|  Gen 41  | 47.56 | -72.90 | 0.52 |      65     |   71.11    |
|  Gen 42  | 47.11 | -68.07 | 0.53 |      45     |   80.00    |
|  Gen 43  | 50.22 | -74.73 | 0.52 |      55     |   75.56    |
|  Gen 44  | 51.56 | -89.10 | 0.49 |      49     |   77.33    |
|  Gen 45  | 49.78 | -74.30 | 0.52 |      53     |   76.44    |
|  Gen 46  | 47.56 | -71.83 | 0.52 |      51     |   77.33    |
|  Gen 47  | 48.89 | -80.30 | 0.51 |      53     |   76.00    |
|  Gen 48  | 48.44 | -78.20 | 0.51 |      49     |   78.22    |
|  Gen 49  | 47.56 | -66.23 | 0.53 |      49     |   77.78    |
|  Gen 50  | 46.67 | -72.47 | 0.52 |      49     |   77.78    |
| Best GC  | 54.22 | -72.40 | 0.57 |      57     |   74.67    |
| Best MFE | 51.56 | -89.10 | 0.49 |      49     |   77.33    |
| Best CAI | 50.67 | -78.53 | 0.60 |      49     |   78.22    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
