+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 52.89 | -74.40 | 0.61 |      49     |   78.22    |
|  Gen 2   | 51.56 | -73.10 | 0.61 |      49     |   78.22    |
|  Gen 3   | 52.44 | -75.07 | 0.59 |      49     |   78.22    |
|  Gen 4   | 47.56 | -77.90 | 0.57 |      54     |   75.56    |
|  Gen 5   | 49.78 | -80.93 | 0.57 |      50     |   76.89    |
|  Gen 6   | 49.78 | -71.10 | 0.58 |      48     |   78.67    |
|  Gen 7   | 49.33 | -74.60 | 0.57 |      52     |   76.89    |
|  Gen 8   | 53.33 | -79.70 | 0.56 |      52     |   76.89    |
|  Gen 9   | 49.33 | -73.93 | 0.57 |      50     |   77.33    |
|  Gen 10  | 52.44 | -79.53 | 0.56 |      50     |   77.33    |
|  Gen 11  | 48.00 | -73.20 | 0.57 |      62     |   72.00    |
|  Gen 12  | 52.44 | -68.30 | 0.57 |      50     |   77.78    |
|  Gen 13  | 49.33 | -70.00 | 0.57 |      52     |   76.89    |
|  Gen 14  | 52.89 | -70.80 | 0.57 |      55     |   75.11    |
|  Gen 15  | 50.67 | -72.33 | 0.56 |      46     |   79.56    |
|  Gen 16  | 47.56 | -79.50 | 0.55 |      51     |   77.33    |
|  Gen 17  | 49.78 | -76.70 | 0.56 |      47     |   78.67    |
|  Gen 18  | 48.89 | -84.67 | 0.54 |      54     |   76.00    |
|  Gen 19  | 50.67 | -73.43 | 0.55 |      57     |   74.22    |
|  Gen 20  | 51.56 | -76.60 | 0.55 |      48     |   78.67    |
|  Gen 21  | 51.11 | -83.10 | 0.54 |      51     |   77.33    |
|  Gen 22  | 51.11 | -69.70 | 0.56 |      54     |   76.00    |
|  Gen 23  | 48.89 | -68.90 | 0.56 |      51     |   77.33    |
|  Gen 24  | 52.00 | -75.00 | 0.55 |      54     |   75.11    |
|  Gen 25  | 48.89 | -69.00 | 0.56 |      52     |   76.89    |
|  Gen 26  | 48.44 | -75.07 | 0.55 |      50     |   77.33    |
|  Gen 27  | 52.00 | -83.80 | 0.53 |      53     |   76.00    |
|  Gen 28  | 52.89 | -83.07 | 0.53 |      59     |   73.78    |
|  Gen 29  | 48.00 | -78.83 | 0.54 |      47     |   79.11    |
|  Gen 30  | 52.89 | -78.20 | 0.54 |      45     |   80.00    |
|  Gen 31  | 52.00 | -72.43 | 0.55 |      48     |   78.67    |
|  Gen 32  | 47.56 | -72.30 | 0.54 |      49     |   78.22    |
|  Gen 33  | 47.11 | -73.60 | 0.54 |      45     |   79.11    |
|  Gen 34  | 50.67 | -77.97 | 0.53 |      57     |   73.78    |
|  Gen 35  | 48.89 | -76.20 | 0.53 |      45     |   80.00    |
|  Gen 36  | 50.22 | -71.90 | 0.54 |      50     |   77.33    |
|  Gen 37  | 47.11 | -62.20 | 0.55 |      49     |   77.78    |
|  Gen 38  | 47.11 | -75.83 | 0.53 |      43     |   80.44    |
|  Gen 39  | 53.33 | -85.40 | 0.52 |      54     |   76.00    |
|  Gen 40  | 48.89 | -76.00 | 0.53 |      42     |   81.33    |
|  Gen 41  | 52.44 | -78.20 | 0.52 |      58     |   73.33    |
|  Gen 42  | 51.56 | -80.17 | 0.52 |      53     |   76.44    |
|  Gen 43  | 49.33 | -63.90 | 0.54 |      56     |   75.11    |
|  Gen 44  | 47.56 | -77.40 | 0.52 |      45     |   80.00    |
|  Gen 45  | 49.33 | -78.60 | 0.52 |      56     |   74.67    |
|  Gen 46  | 49.78 | -72.50 | 0.53 |      49     |   78.22    |
|  Gen 47  | 48.44 | -70.30 | 0.53 |      49     |   77.78    |
|  Gen 48  | 48.89 | -80.90 | 0.52 |      54     |   75.56    |
|  Gen 49  | 50.67 | -70.57 | 0.53 |      54     |   76.00    |
|  Gen 50  | 48.44 | -71.20 | 0.52 |      50     |   77.78    |
| Best GC  | 53.33 | -85.40 | 0.52 |      54     |   76.00    |
| Best MFE | 53.33 | -85.40 | 0.52 |      54     |   76.00    |
| Best CAI | 52.89 | -74.40 | 0.61 |      49     |   78.22    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
