+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 53.33 | -81.27 | 0.63 |      54     |   75.56    |
|  Gen 2   | 51.11 | -78.47 | 0.62 |      49     |   77.78    |
|  Gen 3   | 53.33 | -79.30 | 0.60 |      49     |   78.22    |
|  Gen 4   | 52.89 | -83.50 | 0.59 |      53     |   76.44    |
|  Gen 5   | 52.00 | -77.80 | 0.59 |      49     |   78.22    |
|  Gen 6   | 52.44 | -81.20 | 0.59 |      43     |   80.89    |
|  Gen 7   | 52.89 | -79.10 | 0.58 |      52     |   76.89    |
|  Gen 8   | 49.78 | -76.70 | 0.58 |      54     |   76.00    |
|  Gen 9   | 52.00 | -77.40 | 0.58 |      54     |   76.00    |
|  Gen 10  | 52.44 | -77.00 | 0.57 |      50     |   77.78    |
|  Gen 11  | 51.11 | -75.40 | 0.57 |      48     |   78.67    |
|  Gen 12  | 52.00 | -78.87 | 0.56 |      53     |   76.44    |
|  Gen 13  | 53.33 | -77.50 | 0.56 |      57     |   74.22    |
|  Gen 14  | 48.89 | -73.60 | 0.56 |      52     |   76.89    |
|  Gen 15  | 52.00 | -73.50 | 0.56 |      45     |   80.00    |
|  Gen 16  | 48.44 | -71.50 | 0.56 |      48     |   78.67    |
|  Gen 17  | 50.22 | -75.83 | 0.55 |      49     |   77.78    |
|  Gen 18  | 50.67 | -77.80 | 0.54 |      53     |   76.44    |
|  Gen 19  | 50.22 | -66.07 | 0.56 |      58     |   74.22    |
|  Gen 20  | 49.78 | -78.40 | 0.54 |      45     |   80.00    |
|  Gen 21  | 51.56 | -70.40 | 0.55 |      52     |   76.89    |
|  Gen 22  | 49.78 | -78.23 | 0.54 |      54     |   76.00    |
|  Gen 23  | 52.44 | -77.73 | 0.54 |      56     |   75.11    |
|  Gen 24  | 50.22 | -75.60 | 0.54 |      56     |   75.11    |
|  Gen 25  | 50.22 | -76.40 | 0.54 |      61     |   72.89    |
|  Gen 26  | 48.44 | -75.50 | 0.54 |      45     |   80.00    |
|  Gen 27  | 52.44 | -77.30 | 0.53 |      54     |   75.56    |
|  Gen 28  | 49.33 | -84.30 | 0.52 |      51     |   77.33    |
|  Gen 29  | 48.89 | -73.83 | 0.53 |      55     |   75.11    |
|  Gen 30  | 52.00 | -74.20 | 0.53 |      58     |   74.22    |
|  Gen 31  | 49.33 | -68.40 | 0.54 |      49     |   77.78    |
|  Gen 32  | 48.89 | -79.47 | 0.52 |      55     |   75.56    |
|  Gen 33  | 51.11 | -81.93 | 0.52 |      54     |   75.56    |
|  Gen 34  | 50.22 | -83.03 | 0.51 |      50     |   77.78    |
|  Gen 35  | 52.00 | -75.50 | 0.52 |      59     |   73.78    |
|  Gen 36  | 48.00 | -71.80 | 0.53 |      51     |   77.33    |
|  Gen 37  | 51.11 | -82.07 | 0.51 |      52     |   76.89    |
|  Gen 38  | 51.11 | -69.40 | 0.53 |      65     |   71.11    |
|  Gen 39  | 51.11 | -74.30 | 0.52 |      47     |   78.67    |
|  Gen 40  | 53.78 | -76.27 | 0.52 |      52     |   76.44    |
|  Gen 41  | 52.00 | -73.20 | 0.52 |      50     |   77.33    |
|  Gen 42  | 48.00 | -65.90 | 0.53 |      47     |   79.11    |
|  Gen 43  | 48.00 | -74.20 | 0.52 |      57     |   74.67    |
|  Gen 44  | 46.67 | -72.30 | 0.52 |      44     |   80.44    |
|  Gen 45  | 50.67 | -80.33 | 0.51 |      48     |   78.22    |
|  Gen 46  | 52.44 | -77.00 | 0.51 |      51     |   77.33    |
|  Gen 47  | 47.11 | -71.03 | 0.52 |      42     |   80.44    |
|  Gen 48  | 48.89 | -70.77 | 0.52 |      50     |   77.78    |
|  Gen 49  | 48.00 | -70.07 | 0.52 |      47     |   79.11    |
|  Gen 50  | 46.22 | -69.60 | 0.52 |      43     |   80.89    |
| Best GC  | 53.78 | -76.27 | 0.52 |      52     |   76.44    |
| Best MFE | 49.33 | -84.30 | 0.52 |      51     |   77.33    |
| Best CAI | 53.33 | -81.27 | 0.63 |      54     |   75.56    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
