+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 51.56 | -83.10 | 0.61 |      51     |   77.33    |
|  Gen 2   | 52.44 | -74.73 | 0.62 |      57     |   74.67    |
|  Gen 3   | 51.56 | -80.77 | 0.60 |      52     |   76.89    |
|  Gen 4   | 49.78 | -80.30 | 0.59 |      52     |   76.89    |
|  Gen 5   | 49.78 | -80.53 | 0.58 |      56     |   75.11    |
|  Gen 6   | 49.33 | -78.60 | 0.57 |      41     |   81.33    |
|  Gen 7   | 48.44 | -88.90 | 0.55 |      56     |   74.22    |
|  Gen 8   | 48.44 | -81.87 | 0.56 |      48     |   78.22    |
|  Gen 9   | 50.22 | -80.30 | 0.56 |      46     |   79.11    |
|  Gen 10  | 50.22 | -79.23 | 0.55 |      49     |   77.78    |
|  Gen 11  | 50.22 | -69.80 | 0.57 |      49     |   78.22    |
|  Gen 12  | 47.56 | -75.10 | 0.56 |      45     |   79.11    |
|  Gen 13  | 48.44 | -74.53 | 0.56 |      47     |   79.11    |
|  Gen 14  | 49.78 | -79.47 | 0.55 |      49     |   78.22    |
|  Gen 15  | 53.78 | -79.57 | 0.54 |      54     |   76.00    |
|  Gen 16  | 48.00 | -69.00 | 0.56 |      48     |   78.67    |
|  Gen 17  | 50.22 | -73.03 | 0.55 |      50     |   76.89    |
|  Gen 18  | 50.67 | -79.60 | 0.53 |      52     |   76.44    |
|  Gen 19  | 49.33 | -74.77 | 0.54 |      47     |   79.11    |
|  Gen 20  | 52.00 | -77.23 | 0.53 |      49     |   78.22    |
|  Gen 21  | 52.00 | -73.07 | 0.54 |      55     |   75.56    |
|  Gen 22  | 52.89 | -69.37 | 0.54 |      54     |   75.56    |
|  Gen 23  | 49.33 | -68.50 | 0.54 |      56     |   75.11    |
|  Gen 24  | 48.44 | -73.87 | 0.53 |      43     |   80.00    |
|  Gen 25  | 49.78 | -83.23 | 0.52 |      51     |   77.33    |
|  Gen 26  | 48.00 | -70.77 | 0.53 |      47     |   78.67    |
|  Gen 27  | 48.00 | -68.73 | 0.54 |      43     |   80.44    |
|  Gen 28  | 50.22 | -73.70 | 0.53 |      49     |   77.78    |
|  Gen 29  | 51.56 | -78.90 | 0.52 |      58     |   74.22    |
|  Gen 30  | 49.78 | -73.40 | 0.52 |      47     |   79.11    |
|  Gen 31  | 50.67 | -76.90 | 0.52 |      57     |   74.22    |
|  Gen 32  | 49.33 | -94.60 | 0.49 |      56     |   75.11    |
|  Gen 33  | 48.00 | -77.43 | 0.51 |      51     |   77.33    |
|  Gen 34  | 50.22 | -85.60 | 0.50 |      50     |   77.33    |
|  Gen 35  | 49.33 | -73.77 | 0.52 |      55     |   75.56    |
|  Gen 36  | 49.33 | -79.53 | 0.51 |      50     |   77.33    |
|  Gen 37  | 46.67 | -79.13 | 0.51 |      50     |   76.89    |
|  Gen 38  | 48.44 | -77.33 | 0.51 |      48     |   78.22    |
|  Gen 39  | 47.11 | -70.30 | 0.52 |      41     |   81.33    |
|  Gen 40  | 48.44 | -70.10 | 0.52 |      58     |   74.22    |
|  Gen 41  | 48.89 | -69.80 | 0.52 |      52     |   76.89    |
|  Gen 42  | 46.67 | -75.53 | 0.51 |      48     |   78.67    |
|  Gen 43  | 48.44 | -79.17 | 0.50 |      53     |   76.44    |
|  Gen 44  | 50.67 | -75.50 | 0.51 |      58     |   73.78    |
|  Gen 45  | 47.11 | -71.80 | 0.51 |      58     |   73.78    |
|  Gen 46  | 50.22 | -73.40 | 0.51 |      63     |   72.00    |
|  Gen 47  | 50.22 | -65.60 | 0.52 |      48     |   78.22    |
|  Gen 48  | 51.56 | -75.60 | 0.51 |      50     |   77.33    |
|  Gen 49  | 48.00 | -71.70 | 0.51 |      57     |   74.67    |
|  Gen 50  | 47.11 | -67.30 | 0.51 |      57     |   74.22    |
| Best GC  | 53.78 | -79.57 | 0.54 |      54     |   76.00    |
| Best MFE | 49.33 | -94.60 | 0.49 |      56     |   75.11    |
| Best CAI | 52.44 | -74.73 | 0.62 |      57     |   74.67    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
