+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 51.56 | -84.27 | 0.59 |      49     |   78.22    |
|  Gen 2   | 52.89 | -80.83 | 0.59 |      46     |   79.11    |
|  Gen 3   | 52.00 | -79.60 | 0.59 |      50     |   77.78    |
|  Gen 4   | 52.89 | -76.70 | 0.58 |      48     |   78.67    |
|  Gen 5   | 50.67 | -69.63 | 0.58 |      51     |   77.33    |
|  Gen 6   | 50.67 | -73.70 | 0.58 |      48     |   78.22    |
|  Gen 7   | 48.89 | -74.80 | 0.58 |      52     |   76.89    |
|  Gen 8   | 48.89 | -73.10 | 0.57 |      54     |   76.00    |
|  Gen 9   | 50.67 | -77.10 | 0.56 |      54     |   76.00    |
|  Gen 10  | 52.44 | -78.30 | 0.56 |      51     |   77.33    |
|  Gen 11  | 49.78 | -80.40 | 0.55 |      44     |   80.00    |
|  Gen 12  | 51.56 | -81.23 | 0.55 |      47     |   78.67    |
|  Gen 13  | 50.67 | -76.57 | 0.56 |      50     |   77.78    |
|  Gen 14  | 50.67 | -76.30 | 0.56 |      50     |   77.78    |
|  Gen 15  | 52.00 | -72.27 | 0.56 |      62     |   72.44    |
|  Gen 16  | 49.33 | -72.40 | 0.56 |      58     |   73.78    |
|  Gen 17  | 49.33 | -73.40 | 0.55 |      48     |   78.67    |
|  Gen 18  | 51.11 | -81.60 | 0.54 |      53     |   76.44    |
|  Gen 19  | 51.11 | -76.67 | 0.55 |      64     |   71.11    |
|  Gen 20  | 48.44 | -70.20 | 0.55 |      54     |   76.00    |
|  Gen 21  | 50.22 | -72.10 | 0.55 |      56     |   75.11    |
|  Gen 22  | 50.67 | -82.43 | 0.53 |      51     |   76.89    |
|  Gen 23  | 51.56 | -73.13 | 0.55 |      55     |   75.56    |
|  Gen 24  | 49.78 | -74.40 | 0.54 |      49     |   78.22    |
|  Gen 25  | 48.44 | -72.13 | 0.55 |      55     |   75.11    |
|  Gen 26  | 50.22 | -68.83 | 0.55 |      53     |   76.44    |
|  Gen 27  | 48.00 | -69.20 | 0.54 |      46     |   79.11    |
|  Gen 28  | 50.22 | -76.00 | 0.53 |      47     |   79.11    |
|  Gen 29  | 48.44 | -79.70 | 0.52 |      51     |   77.33    |
|  Gen 30  | 50.22 | -64.27 | 0.55 |      52     |   76.89    |
|  Gen 31  | 48.44 | -75.90 | 0.53 |      55     |   75.56    |
|  Gen 32  | 52.00 | -79.00 | 0.52 |      53     |   76.44    |
|  Gen 33  | 49.78 | -73.07 | 0.53 |      49     |   77.78    |
|  Gen 34  | 48.89 | -75.30 | 0.53 |      52     |   76.89    |
|  Gen 35  | 48.89 | -82.33 | 0.52 |      53     |   76.44    |
|  Gen 36  | 50.22 | -78.70 | 0.52 |      47     |   79.11    |
|  Gen 37  | 50.22 | -67.33 | 0.54 |      47     |   79.11    |
|  Gen 38  | 52.44 | -80.10 | 0.52 |      60     |   73.33    |
|  Gen 39  | 49.78 | -76.70 | 0.52 |      54     |   76.00    |
|  Gen 40  | 48.89 | -78.63 | 0.51 |      51     |   76.89    |
|  Gen 41  | 48.00 | -73.03 | 0.52 |      49     |   77.78    |
|  Gen 42  | 47.11 | -71.60 | 0.52 |      54     |   75.56    |
|  Gen 43  | 49.33 | -68.33 | 0.52 |      48     |   78.22    |
|  Gen 44  | 48.00 | -67.90 | 0.52 |      45     |   80.00    |
|  Gen 45  | 50.22 | -76.40 | 0.50 |      53     |   76.44    |
|  Gen 46  | 49.78 | -80.20 | 0.50 |      55     |   75.56    |
|  Gen 47  | 48.44 | -73.87 | 0.51 |      61     |   72.44    |
|  Gen 48  | 50.67 | -76.90 | 0.50 |      55     |   75.11    |
|  Gen 49  | 50.67 | -70.00 | 0.51 |      53     |   76.00    |
|  Gen 50  | 46.22 | -69.17 | 0.51 |      46     |   79.56    |
| Best GC  | 52.89 | -76.70 | 0.58 |      48     |   78.67    |
| Best MFE | 51.56 | -84.27 | 0.59 |      49     |   78.22    |
| Best CAI | 51.56 | -84.27 | 0.59 |      49     |   78.22    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
