+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 50.67 | -70.17 | 0.60 |      47     |   79.11    |
|  Gen 2   | 54.22 | -80.90 | 0.59 |      54     |   76.00    |
|  Gen 3   | 50.22 | -76.50 | 0.59 |      53     |   76.44    |
|  Gen 4   | 52.44 | -88.00 | 0.57 |      49     |   77.78    |
|  Gen 5   | 52.00 | -75.00 | 0.59 |      51     |   77.33    |
|  Gen 6   | 51.11 | -83.83 | 0.57 |      53     |   76.44    |
|  Gen 7   | 52.00 | -74.30 | 0.58 |      45     |   80.00    |
|  Gen 8   | 48.89 | -77.70 | 0.57 |      48     |   78.22    |
|  Gen 9   | 52.44 | -76.40 | 0.57 |      53     |   76.44    |
|  Gen 10  | 48.89 | -77.67 | 0.57 |      54     |   76.00    |
|  Gen 11  | 51.56 | -82.40 | 0.56 |      46     |   79.56    |
|  Gen 12  | 50.22 | -77.77 | 0.56 |      50     |   77.78    |
|  Gen 13  | 50.67 | -89.10 | 0.54 |      54     |   76.00    |
|  Gen 14  | 48.44 | -81.97 | 0.55 |      53     |   76.44    |
|  Gen 15  | 49.78 | -76.80 | 0.55 |      50     |   76.89    |
|  Gen 16  | 51.11 | -77.53 | 0.55 |      49     |   78.22    |
|  Gen 17  | 48.89 | -74.43 | 0.55 |      51     |   77.33    |
|  Gen 18  | 47.56 | -77.33 | 0.55 |      51     |   76.89    |
|  Gen 19  | 51.11 | -69.53 | 0.56 |      49     |   78.22    |
|  Gen 20  | 51.11 | -72.40 | 0.55 |      54     |   76.00    |
|  Gen 21  | 52.44 | -90.93 | 0.52 |      56     |   75.11    |
|  Gen 22  | 48.89 | -74.00 | 0.55 |      50     |   77.33    |
|  Gen 23  | 53.33 | -73.30 | 0.55 |      55     |   75.56    |
|  Gen 24  | 51.11 | -73.97 | 0.54 |      53     |   76.44    |
|  Gen 25  | 52.89 | -70.43 | 0.55 |      54     |   76.00    |
|  Gen 26  | 49.33 | -80.23 | 0.52 |      55     |   75.11    |
|  Gen 27  | 49.78 | -76.60 | 0.53 |      48     |   78.67    |
|  Gen 28  | 50.22 | -73.60 | 0.53 |      48     |   78.67    |
|  Gen 29  | 51.11 | -76.97 | 0.53 |      55     |   75.56    |
|  Gen 30  | 47.56 | -69.23 | 0.54 |      50     |   77.33    |
|  Gen 31  | 46.67 | -70.47 | 0.53 |      53     |   76.00    |
|  Gen 32  | 50.22 | -75.40 | 0.53 |      42     |   81.33    |
|  Gen 33  | 48.89 | -68.87 | 0.53 |      52     |   75.56    |
|  Gen 34  | 50.67 | -73.00 | 0.53 |      50     |   77.78    |
|  Gen 35  | 52.44 | -75.57 | 0.52 |      57     |   74.67    |
|  Gen 36  | 49.33 | -88.10 | 0.50 |      57     |   74.67    |
|  Gen 37  | 49.78 | -70.43 | 0.53 |      55     |   75.56    |
|  Gen 38  | 49.33 | -73.53 | 0.52 |      46     |   79.11    |
|  Gen 39  | 51.11 | -84.90 | 0.50 |      54     |   76.00    |
|  Gen 40  | 48.44 | -70.80 | 0.52 |      49     |   77.78    |
|  Gen 41  | 47.56 | -62.60 | 0.53 |      47     |   79.11    |
|  Gen 42  | 49.78 | -73.53 | 0.52 |      56     |   74.67    |
|  Gen 43  | 48.89 | -73.63 | 0.52 |      52     |   76.89    |
|  Gen 44  | 47.11 | -67.50 | 0.52 |      43     |   80.44    |
|  Gen 45  | 47.11 | -76.67 | 0.51 |      55     |   75.11    |
|  Gen 46  | 49.78 | -74.37 | 0.51 |      55     |   75.56    |
|  Gen 47  | 51.56 | -79.63 | 0.50 |      51     |   76.89    |
|  Gen 48  | 48.00 | -72.70 | 0.51 |      48     |   78.22    |
|  Gen 49  | 47.11 | -77.50 | 0.50 |      49     |   78.22    |
|  Gen 50  | 46.22 | -82.10 | 0.49 |      53     |   76.44    |
| Best GC  | 54.22 | -80.90 | 0.59 |      54     |   76.00    |
| Best MFE | 52.44 | -90.93 | 0.52 |      56     |   75.11    |
| Best CAI | 50.67 | -70.17 | 0.60 |      47     |   79.11    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
