+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 51.56 | -73.17 | 0.61 |      55     |   75.56    |
|  Gen 2   | 50.22 | -73.00 | 0.59 |      52     |   76.89    |
|  Gen 3   | 53.78 | -79.53 | 0.57 |      51     |   77.33    |
|  Gen 4   | 50.22 | -84.27 | 0.56 |      55     |   75.56    |
|  Gen 5   | 49.78 | -82.67 | 0.56 |      53     |   76.44    |
|  Gen 6   | 51.56 | -78.57 | 0.56 |      51     |   77.33    |
|  Gen 7   | 49.33 | -83.90 | 0.55 |      49     |   78.22    |
|  Gen 8   | 49.78 | -74.17 | 0.57 |      49     |   77.78    |
|  Gen 9   | 51.11 | -72.53 | 0.57 |      54     |   76.00    |
|  Gen 10  | 51.11 | -71.70 | 0.57 |      53     |   76.00    |
|  Gen 11  | 51.56 | -73.40 | 0.55 |      54     |   75.56    |
|  Gen 12  | 50.67 | -69.63 | 0.56 |      49     |   77.78    |
|  Gen 13  | 48.00 | -79.20 | 0.54 |      51     |   77.33    |
|  Gen 14  | 49.78 | -71.83 | 0.55 |      54     |   76.00    |
|  Gen 15  | 51.56 | -80.73 | 0.53 |      46     |   79.11    |
|  Gen 16  | 50.67 | -77.00 | 0.54 |      54     |   75.56    |
|  Gen 17  | 48.00 | -81.70 | 0.53 |      46     |   79.56    |
|  Gen 18  | 49.33 | -68.40 | 0.55 |      59     |   73.78    |
|  Gen 19  | 51.11 | -78.80 | 0.53 |      48     |   78.22    |
|  Gen 20  | 51.11 | -77.10 | 0.53 |      51     |   77.33    |
|  Gen 21  | 52.00 | -80.00 | 0.53 |      55     |   75.56    |
|  Gen 22  | 49.33 | -72.30 | 0.54 |      57     |   74.67    |
|  Gen 23  | 52.00 | -75.60 | 0.53 |      60     |   72.89    |
|  Gen 24  | 50.22 | -73.50 | 0.54 |      55     |   75.56    |
|  Gen 25  | 48.44 | -65.80 | 0.55 |      48     |   78.67    |
|  Gen 26  | 48.89 | -68.70 | 0.54 |      51     |   77.33    |
|  Gen 27  | 49.78 | -64.50 | 0.55 |      62     |   72.44    |
|  Gen 28  | 47.56 | -80.40 | 0.52 |      44     |   80.00    |
|  Gen 29  | 47.11 | -67.87 | 0.54 |      48     |   78.22    |
|  Gen 30  | 51.11 | -65.13 | 0.54 |      57     |   74.22    |
|  Gen 31  | 48.44 | -68.63 | 0.54 |      56     |   74.22    |
|  Gen 32  | 48.00 | -70.10 | 0.53 |      50     |   77.33    |
|  Gen 33  | 48.89 | -69.43 | 0.53 |      54     |   76.00    |
|  Gen 34  | 49.78 | -75.20 | 0.52 |      48     |   78.67    |
|  Gen 35  | 51.56 | -80.60 | 0.51 |      49     |   78.22    |
|  Gen 36  | 50.67 | -76.27 | 0.52 |      59     |   73.33    |
|  Gen 37  | 51.11 | -75.47 | 0.52 |      48     |   78.22    |
|  Gen 38  | 49.33 | -75.70 | 0.52 |      60     |   72.89    |
|  Gen 39  | 49.33 | -58.90 | 0.54 |      56     |   75.11    |
|  Gen 40  | 51.56 | -69.30 | 0.53 |      57     |   74.22    |
|  Gen 41  | 53.33 | -78.03 | 0.51 |      52     |   76.89    |
|  Gen 42  | 51.11 | -77.43 | 0.51 |      58     |   74.22    |
|  Gen 43  | 51.56 | -77.47 | 0.51 |      51     |   77.33    |
|  Gen 44  | 48.89 | -67.13 | 0.52 |      49     |   78.22    |
|  Gen 45  | 49.33 | -65.20 | 0.53 |      53     |   76.44    |
|  Gen 46  | 51.56 | -70.73 | 0.52 |      47     |   79.11    |
|  Gen 47  | 49.33 | -68.40 | 0.52 |      46     |   79.56    |
|  Gen 48  | 47.11 | -77.00 | 0.51 |      45     |   79.56    |
|  Gen 49  | 50.22 | -69.30 | 0.52 |      48     |   78.67    |
|  Gen 50  | 48.89 | -69.63 | 0.52 |      47     |   79.11    |
| Best GC  | 53.78 | -79.53 | 0.57 |      51     |   77.33    |
| Best MFE | 50.22 | -84.27 | 0.56 |      55     |   75.56    |
| Best CAI | 51.56 | -73.17 | 0.61 |      55     |   75.56    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
