+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 51.11 | -80.70 | 0.61 |      43     |   80.89    |
|  Gen 2   | 50.67 | -72.50 | 0.60 |      45     |   80.00    |
|  Gen 3   | 52.00 | -90.43 | 0.56 |      50     |   77.33    |
|  Gen 4   | 48.89 | -85.50 | 0.57 |      49     |   78.22    |
|  Gen 5   | 49.78 | -74.30 | 0.58 |      55     |   75.56    |
|  Gen 6   | 49.78 | -86.83 | 0.56 |      43     |   80.89    |
|  Gen 7   | 49.33 | -77.57 | 0.57 |      48     |   78.22    |
|  Gen 8   | 52.89 | -80.30 | 0.56 |      58     |   74.22    |
|  Gen 9   | 53.33 | -83.53 | 0.56 |      51     |   76.44    |
|  Gen 10  | 51.56 | -67.40 | 0.58 |      52     |   76.89    |
|  Gen 11  | 52.89 | -79.03 | 0.55 |      56     |   75.11    |
|  Gen 12  | 51.11 | -81.17 | 0.55 |      53     |   76.00    |
|  Gen 13  | 51.56 | -73.90 | 0.56 |      47     |   79.11    |
|  Gen 14  | 51.56 | -74.00 | 0.55 |      54     |   75.56    |
|  Gen 15  | 51.11 | -72.03 | 0.56 |      49     |   78.22    |
|  Gen 16  | 52.44 | -75.70 | 0.55 |      41     |   81.78    |
|  Gen 17  | 51.56 | -73.80 | 0.55 |      55     |   75.56    |
|  Gen 18  | 51.56 | -82.30 | 0.54 |      52     |   76.89    |
|  Gen 19  | 49.78 | -80.20 | 0.53 |      55     |   75.11    |
|  Gen 20  | 48.44 | -80.47 | 0.53 |      46     |   79.11    |
|  Gen 21  | 50.22 | -83.67 | 0.53 |      56     |   74.67    |
|  Gen 22  | 48.89 | -72.00 | 0.54 |      51     |   77.33    |
|  Gen 23  | 51.56 | -80.20 | 0.53 |      50     |   76.89    |
|  Gen 24  | 49.78 | -74.50 | 0.53 |      53     |   76.44    |
|  Gen 25  | 50.67 | -82.30 | 0.52 |      58     |   74.22    |
|  Gen 26  | 50.22 | -72.70 | 0.53 |      50     |   77.78    |
|  Gen 27  | 46.67 | -75.43 | 0.53 |      50     |   77.78    |
|  Gen 28  | 51.11 | -79.50 | 0.52 |      45     |   80.00    |
|  Gen 29  | 45.33 | -73.60 | 0.53 |      57     |   74.67    |
|  Gen 30  | 47.11 | -80.07 | 0.52 |      46     |   79.56    |
|  Gen 31  | 48.00 | -72.00 | 0.53 |      57     |   74.67    |
|  Gen 32  | 49.33 | -76.60 | 0.52 |      55     |   75.56    |
|  Gen 33  | 48.44 | -72.90 | 0.53 |      58     |   74.22    |
|  Gen 34  | 48.89 | -73.00 | 0.53 |      41     |   81.33    |
|  Gen 35  | 48.89 | -72.70 | 0.52 |      53     |   76.44    |
|  Gen 36  | 49.78 | -65.60 | 0.53 |      53     |   76.44    |
|  Gen 37  | 48.89 | -70.30 | 0.53 |      45     |   79.56    |
|  Gen 38  | 50.67 | -88.40 | 0.50 |      52     |   76.89    |
|  Gen 39  | 48.89 | -74.17 | 0.52 |      47     |   79.11    |
|  Gen 40  | 50.67 | -77.67 | 0.51 |      47     |   79.11    |
|  Gen 41  | 48.89 | -77.70 | 0.51 |      55     |   75.56    |
|  Gen 42  | 49.78 | -63.40 | 0.53 |      51     |   77.33    |
|  Gen 43  | 48.00 | -77.37 | 0.51 |      51     |   77.33    |
|  Gen 44  | 51.11 | -85.20 | 0.50 |      55     |   75.56    |
|  Gen 45  | 49.78 | -73.93 | 0.52 |      49     |   78.22    |
|  Gen 46  | 51.11 | -78.67 | 0.51 |      45     |   80.00    |
|  Gen 47  | 45.33 | -79.43 | 0.50 |      48     |   78.22    |
|  Gen 48  | 48.89 | -67.90 | 0.52 |      55     |   74.67    |
|  Gen 49  | 48.89 | -76.80 | 0.50 |      52     |   76.44    |
|  Gen 50  | 48.00 | -76.40 | 0.50 |      50     |   77.78    |
| Best GC  | 53.33 | -83.53 | 0.56 |      51     |   76.44    |
| Best MFE | 52.00 | -90.43 | 0.56 |      50     |   77.33    |
| Best CAI | 51.11 | -80.70 | 0.61 |      43     |   80.89    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
