+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 51.11 | -73.97 | 0.61 |      48     |   78.67    |
|  Gen 2   | 52.89 | -90.10 | 0.58 |      61     |   72.44    |
|  Gen 3   | 52.44 | -78.93 | 0.59 |      51     |   77.33    |
|  Gen 4   | 50.67 | -76.93 | 0.58 |      54     |   76.00    |
|  Gen 5   | 52.00 | -86.80 | 0.57 |      53     |   76.44    |
|  Gen 6   | 49.33 | -80.70 | 0.57 |      45     |   80.00    |
|  Gen 7   | 52.89 | -75.70 | 0.58 |      57     |   74.67    |
|  Gen 8   | 50.22 | -79.97 | 0.56 |      48     |   78.67    |
|  Gen 9   | 50.67 | -80.67 | 0.56 |      50     |   77.78    |
|  Gen 10  | 53.33 | -77.10 | 0.56 |      53     |   76.00    |
|  Gen 11  | 49.33 | -83.40 | 0.55 |      47     |   79.11    |
|  Gen 12  | 49.78 | -66.50 | 0.57 |      51     |   76.89    |
|  Gen 13  | 54.22 | -78.30 | 0.55 |      57     |   74.22    |
|  Gen 14  | 48.00 | -72.50 | 0.55 |      54     |   76.00    |
|  Gen 15  | 48.00 | -77.50 | 0.55 |      45     |   80.00    |
|  Gen 16  | 48.00 | -70.13 | 0.56 |      51     |   77.33    |
|  Gen 17  | 51.56 | -72.90 | 0.55 |      50     |   76.89    |
|  Gen 18  | 49.78 | -64.87 | 0.56 |      52     |   76.89    |
|  Gen 19  | 50.67 | -70.93 | 0.55 |      47     |   78.67    |
|  Gen 20  | 48.44 | -72.93 | 0.55 |      45     |   80.00    |
|  Gen 21  | 52.00 | -73.90 | 0.54 |      54     |   76.00    |
|  Gen 22  | 50.22 | -72.60 | 0.55 |      51     |   77.33    |
|  Gen 23  | 49.33 | -65.10 | 0.55 |      46     |   79.56    |
|  Gen 24  | 51.11 | -74.80 | 0.54 |      47     |   79.11    |
|  Gen 25  | 51.56 | -78.03 | 0.53 |      58     |   74.22    |
|  Gen 26  | 50.67 | -70.53 | 0.54 |      53     |   76.44    |
|  Gen 27  | 52.44 | -79.43 | 0.53 |      50     |   77.78    |
|  Gen 28  | 49.78 | -74.30 | 0.53 |      45     |   79.11    |
|  Gen 29  | 47.56 | -71.50 | 0.53 |      48     |   78.67    |
|  Gen 30  | 50.22 | -81.60 | 0.52 |      52     |   76.44    |
|  Gen 31  | 47.11 | -66.70 | 0.54 |      42     |   81.33    |
|  Gen 32  | 46.67 | -67.43 | 0.53 |      51     |   77.33    |
|  Gen 33  | 45.78 | -79.20 | 0.52 |      47     |   79.11    |
|  Gen 34  | 48.89 | -75.87 | 0.52 |      50     |   77.78    |
|  Gen 35  | 49.33 | -76.60 | 0.52 |      52     |   76.89    |
|  Gen 36  | 48.89 | -66.70 | 0.52 |      53     |   76.44    |
|  Gen 37  | 53.78 | -75.30 | 0.51 |      51     |   77.33    |
|  Gen 38  | 50.22 | -70.40 | 0.52 |      43     |   80.00    |
|  Gen 39  | 48.44 | -73.20 | 0.51 |      54     |   76.00    |
|  Gen 40  | 48.44 | -85.13 | 0.49 |      54     |   75.11    |
|  Gen 41  | 48.44 | -69.53 | 0.52 |      53     |   76.44    |
|  Gen 42  | 50.67 | -74.70 | 0.51 |      49     |   78.22    |
|  Gen 43  | 51.56 | -72.30 | 0.51 |      46     |   79.56    |
|  Gen 44  | 47.11 | -66.27 | 0.52 |      47     |   78.67    |
|  Gen 45  | 48.00 | -76.10 | 0.50 |      53     |   76.44    |
|  Gen 46  | 52.00 | -82.10 | 0.49 |      56     |   75.11    |
|  Gen 47  | 48.89 | -66.20 | 0.52 |      49     |   78.22    |
|  Gen 48  | 48.89 | -77.70 | 0.50 |      53     |   76.44    |
|  Gen 49  | 48.00 | -65.33 | 0.52 |      50     |   77.33    |
|  Gen 50  | 45.33 | -73.27 | 0.50 |      40     |   82.22    |
| Best GC  | 54.22 | -78.30 | 0.55 |      57     |   74.22    |
| Best MFE | 52.89 | -90.10 | 0.58 |      61     |   72.44    |
| Best CAI | 51.11 | -73.97 | 0.61 |      48     |   78.67    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
