+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 50.67 | -69.10 | 0.55 |      49     |   78.22    |
|  Gen 2   | 46.22 | -62.20 | 0.50 |      53     |   76.44    |
|  Gen 3   | 47.56 | -65.40 | 0.52 |      46     |   79.56    |
|  Gen 4   | 51.11 | -70.80 | 0.56 |      47     |   79.11    |
|  Gen 5   | 52.00 | -68.20 | 0.53 |      48     |   78.22    |
|  Gen 6   | 48.00 | -70.67 | 0.55 |      56     |   75.11    |
|  Gen 7   | 49.78 | -68.70 | 0.54 |      52     |   76.89    |
|  Gen 8   | 50.67 | -69.00 | 0.54 |      52     |   76.89    |
|  Gen 9   | 48.00 | -66.80 | 0.52 |      55     |   75.56    |
|  Gen 10  | 48.00 | -69.83 | 0.54 |      48     |   78.67    |
|  Gen 11  | 51.56 | -73.80 | 0.57 |      51     |   77.33    |
|  Gen 12  | 47.56 | -64.17 | 0.49 |      47     |   79.11    |
|  Gen 13  | 51.56 | -75.10 | 0.58 |      58     |   74.22    |
|  Gen 14  | 48.89 | -71.70 | 0.55 |      57     |   73.78    |
|  Gen 15  | 48.89 | -68.30 | 0.52 |      53     |   76.44    |
|  Gen 16  | 54.22 | -77.03 | 0.59 |      58     |   74.22    |
|  Gen 17  | 46.22 | -69.67 | 0.53 |      52     |   76.44    |
|  Gen 18  | 50.22 | -74.90 | 0.56 |      57     |   74.22    |
|  Gen 19  | 48.44 | -66.80 | 0.50 |      54     |   76.00    |
|  Gen 20  | 47.11 | -67.87 | 0.51 |      50     |   77.78    |
|  Gen 21  | 49.33 | -62.90 | 0.47 |      51     |   77.33    |
|  Gen 22  | 46.22 | -65.57 | 0.49 |      43     |   80.89    |
|  Gen 23  | 50.22 | -70.10 | 0.52 |      58     |   73.78    |
|  Gen 24  | 48.89 | -70.40 | 0.52 |      47     |   78.67    |
|  Gen 25  | 52.00 | -73.70 | 0.55 |      50     |   77.33    |
|  Gen 26  | 47.56 | -62.63 | 0.46 |      55     |   75.56    |
|  Gen 27  | 47.11 | -77.70 | 0.57 |      47     |   78.67    |
|  Gen 28  | 50.22 | -74.10 | 0.55 |      46     |   79.11    |
|  Gen 29  | 48.89 | -72.53 | 0.53 |      48     |   78.22    |
|  Gen 30  | 48.44 | -66.23 | 0.49 |      64     |   71.11    |
|  Gen 31  | 46.22 | -67.80 | 0.50 |      43     |   80.89    |
|  Gen 32  | 52.44 | -71.77 | 0.53 |      57     |   74.22    |
|  Gen 33  | 49.33 | -71.50 | 0.52 |      56     |   75.11    |
|  Gen 34  | 47.56 | -65.47 | 0.48 |      54     |   76.00    |
|  Gen 35  | 47.56 | -73.20 | 0.54 |      46     |   79.56    |
|  Gen 36  | 49.78 | -72.70 | 0.53 |      51     |   77.33    |
|  Gen 37  | 50.67 | -73.30 | 0.54 |      46     |   79.11    |
|  Gen 38  | 50.67 | -72.90 | 0.53 |      56     |   75.11    |
|  Gen 39  | 48.00 | -66.80 | 0.49 |      54     |   75.56    |
|  Gen 40  | 50.67 | -71.17 | 0.52 |      60     |   72.89    |
|  Gen 41  | 51.56 | -70.70 | 0.51 |      58     |   74.22    |
|  Gen 42  | 49.78 | -71.63 | 0.52 |      54     |   75.56    |
|  Gen 43  | 48.44 | -62.90 | 0.46 |      50     |   77.78    |
|  Gen 44  | 49.78 | -71.17 | 0.52 |      57     |   74.22    |
|  Gen 45  | 48.89 | -68.50 | 0.49 |      45     |   80.00    |
|  Gen 46  | 47.56 | -64.10 | 0.46 |      52     |   76.89    |
|  Gen 47  | 48.89 | -73.03 | 0.53 |      45     |   79.56    |
|  Gen 48  | 48.44 | -71.40 | 0.52 |      46     |   79.11    |
|  Gen 49  | 47.56 | -68.40 | 0.49 |      52     |   76.89    |
|  Gen 50  | 47.11 | -71.27 | 0.51 |      58     |   74.22    |
| Best GC  | 54.22 | -77.03 | 0.59 |      58     |   74.22    |
| Best MFE | 50.67 | -85.77 | 0.62 |      46     |   79.11    |
| Best CAI | 50.67 | -85.77 | 0.62 |      46     |   79.11    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
