+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 52.00 | -87.83 | 0.65 |      48     |   78.67    |
|  Gen 2   | 53.33 | -81.10 | 0.65 |      44     |   80.44    |
|  Gen 3   | 52.89 | -75.60 | 0.65 |      59     |   73.78    |
|  Gen 4   | 52.89 | -75.00 | 0.64 |      52     |   76.89    |
|  Gen 5   | 52.44 | -73.53 | 0.64 |      50     |   77.78    |
|  Gen 6   | 53.33 | -72.43 | 0.64 |      48     |   78.67    |
|  Gen 7   | 53.78 | -78.80 | 0.62 |      50     |   77.78    |
|  Gen 8   | 53.78 | -81.17 | 0.62 |      48     |   78.67    |
|  Gen 9   | 53.33 | -82.30 | 0.61 |      49     |   78.22    |
|  Gen 10  | 55.11 | -83.10 | 0.61 |      53     |   76.44    |
|  Gen 11  | 52.00 | -79.50 | 0.61 |      45     |   80.00    |
|  Gen 12  | 51.56 | -76.40 | 0.62 |      50     |   77.78    |
|  Gen 13  | 51.56 | -75.70 | 0.61 |      54     |   76.00    |
|  Gen 14  | 52.44 | -74.90 | 0.61 |      53     |   76.44    |
|  Gen 15  | 52.44 | -71.70 | 0.62 |      51     |   76.89    |
|  Gen 16  | 52.00 | -81.27 | 0.60 |      51     |   77.33    |
|  Gen 17  | 53.33 | -80.90 | 0.60 |      44     |   80.44    |
|  Gen 18  | 53.78 | -79.60 | 0.60 |      52     |   76.89    |
|  Gen 19  | 52.00 | -73.20 | 0.61 |      55     |   75.56    |
|  Gen 20  | 52.89 | -85.00 | 0.59 |      52     |   76.89    |
|  Gen 21  | 50.67 | -81.27 | 0.60 |      50     |   77.78    |
|  Gen 22  | 50.67 | -74.93 | 0.60 |      49     |   78.22    |
|  Gen 23  | 55.11 | -89.00 | 0.58 |      49     |   78.22    |
|  Gen 24  | 51.11 | -73.80 | 0.61 |      52     |   76.89    |
|  Gen 25  | 52.00 | -83.80 | 0.59 |      44     |   80.44    |
|  Gen 26  | 52.44 | -72.00 | 0.61 |      53     |   76.44    |
|  Gen 27  | 51.56 | -78.23 | 0.60 |      49     |   78.22    |
|  Gen 28  | 49.78 | -75.90 | 0.60 |      43     |   80.89    |
|  Gen 29  | 51.56 | -85.70 | 0.58 |      56     |   74.67    |
|  Gen 30  | 52.44 | -79.00 | 0.59 |      49     |   78.22    |
|  Gen 31  | 51.11 | -72.67 | 0.60 |      50     |   77.78    |
|  Gen 32  | 52.44 | -77.70 | 0.59 |      54     |   76.00    |
|  Gen 33  | 54.22 | -71.70 | 0.60 |      57     |   74.67    |
|  Gen 34  | 51.11 | -72.43 | 0.60 |      46     |   79.56    |
|  Gen 35  | 52.00 | -76.13 | 0.59 |      44     |   80.44    |
|  Gen 36  | 52.00 | -73.60 | 0.60 |      52     |   76.89    |
|  Gen 37  | 51.11 | -78.00 | 0.59 |      50     |   77.78    |
|  Gen 38  | 51.56 | -77.00 | 0.59 |      53     |   76.44    |
|  Gen 39  | 52.89 | -72.47 | 0.60 |      49     |   78.22    |
|  Gen 40  | 51.56 | -76.80 | 0.59 |      55     |   75.56    |
|  Gen 41  | 49.78 | -77.73 | 0.58 |      50     |   77.33    |
|  Gen 42  | 51.56 | -66.63 | 0.60 |      47     |   79.11    |
|  Gen 43  | 54.22 | -73.73 | 0.59 |      48     |   78.67    |
|  Gen 44  | 49.33 | -67.47 | 0.59 |      51     |   77.33    |
|  Gen 45  | 51.56 | -84.40 | 0.57 |      52     |   76.89    |
|  Gen 46  | 52.89 | -78.50 | 0.57 |      49     |   78.22    |
|  Gen 47  | 52.44 | -72.83 | 0.58 |      53     |   76.44    |
|  Gen 48  | 51.11 | -73.70 | 0.58 |      48     |   78.67    |
|  Gen 49  | 51.56 | -71.03 | 0.58 |      47     |   79.11    |
|  Gen 50  | 50.67 | -79.80 | 0.57 |      52     |   76.89    |
| Best GC  | 55.11 | -83.10 | 0.61 |      53     |   76.44    |
| Best MFE | 55.11 | -89.00 | 0.58 |      49     |   78.22    |
| Best CAI | 53.33 | -81.10 | 0.65 |      44     |   80.44    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
