+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 52.89 | -89.80 | 0.75 |      48     |   78.67    |
|  Gen 2   | 56.89 | -83.57 | 0.71 |      48     |   78.67    |
|  Gen 3   | 54.22 | -86.67 | 0.67 |      49     |   78.22    |
|  Gen 4   | 54.22 | -75.37 | 0.68 |      51     |   77.33    |
|  Gen 5   | 52.89 | -75.87 | 0.67 |      49     |   78.22    |
|  Gen 6   | 55.56 | -78.37 | 0.66 |      48     |   78.67    |
|  Gen 7   | 52.89 | -83.73 | 0.65 |      49     |   77.78    |
|  Gen 8   | 54.67 | -78.20 | 0.65 |      50     |   77.78    |
|  Gen 9   | 53.33 | -73.23 | 0.66 |      46     |   79.56    |
|  Gen 10  | 52.44 | -75.83 | 0.65 |      44     |   80.44    |
|  Gen 11  | 54.67 | -78.37 | 0.64 |      41     |   81.78    |
|  Gen 12  | 54.22 | -80.57 | 0.64 |      42     |   81.33    |
|  Gen 13  | 53.78 | -81.07 | 0.63 |      46     |   79.56    |
|  Gen 14  | 52.44 | -80.70 | 0.63 |      43     |   80.89    |
|  Gen 15  | 54.67 | -79.20 | 0.63 |      49     |   78.22    |
|  Gen 16  | 53.78 | -80.07 | 0.63 |      46     |   79.56    |
|  Gen 17  | 53.33 | -79.20 | 0.62 |      47     |   79.11    |
|  Gen 18  | 52.44 | -73.57 | 0.63 |      44     |   80.44    |
|  Gen 19  | 51.56 | -72.30 | 0.63 |      43     |   80.89    |
|  Gen 20  | 54.67 | -82.77 | 0.61 |      45     |   80.00    |
|  Gen 21  | 52.89 | -77.20 | 0.62 |      45     |   79.56    |
|  Gen 22  | 53.78 | -78.77 | 0.62 |      49     |   77.78    |
|  Gen 23  | 53.78 | -78.03 | 0.62 |      47     |   79.11    |
|  Gen 24  | 55.11 | -80.00 | 0.61 |      41     |   81.78    |
|  Gen 25  | 52.89 | -72.00 | 0.62 |      51     |   77.33    |
|  Gen 26  | 50.67 | -68.20 | 0.62 |      45     |   80.00    |
|  Gen 27  | 52.44 | -81.40 | 0.60 |      51     |   77.33    |
|  Gen 28  | 52.00 | -90.03 | 0.59 |      47     |   79.11    |
|  Gen 29  | 52.00 | -82.97 | 0.60 |      47     |   79.11    |
|  Gen 30  | 52.89 | -82.40 | 0.60 |      50     |   77.78    |
|  Gen 31  | 50.67 | -82.63 | 0.60 |      44     |   80.44    |
|  Gen 32  | 52.44 | -80.30 | 0.60 |      48     |   78.67    |
|  Gen 33  | 49.33 | -74.10 | 0.61 |      43     |   80.89    |
|  Gen 34  | 51.11 | -70.37 | 0.61 |      47     |   79.11    |
|  Gen 35  | 53.78 | -78.00 | 0.60 |      51     |   76.89    |
|  Gen 36  | 50.67 | -69.83 | 0.61 |      47     |   79.11    |
|  Gen 37  | 49.33 | -76.90 | 0.60 |      49     |   78.22    |
|  Gen 38  | 52.89 | -77.37 | 0.60 |      48     |   78.67    |
|  Gen 39  | 52.00 | -75.10 | 0.60 |      44     |   80.44    |
|  Gen 40  | 54.67 | -79.63 | 0.59 |      47     |   79.11    |
|  Gen 41  | 52.00 | -72.50 | 0.60 |      40     |   82.22    |
|  Gen 42  | 52.44 | -75.37 | 0.59 |      49     |   78.22    |
|  Gen 43  | 52.44 | -78.60 | 0.59 |      52     |   76.89    |
|  Gen 44  | 51.11 | -79.20 | 0.59 |      52     |   76.44    |
|  Gen 45  | 52.44 | -72.80 | 0.60 |      51     |   77.33    |
|  Gen 46  | 48.89 | -76.60 | 0.59 |      44     |   80.44    |
|  Gen 47  | 52.00 | -79.90 | 0.58 |      47     |   79.11    |
|  Gen 48  | 52.00 | -78.10 | 0.58 |      49     |   78.22    |
|  Gen 49  | 53.33 | -79.30 | 0.58 |      42     |   81.33    |
|  Gen 50  | 51.11 | -77.87 | 0.58 |      47     |   79.11    |
| Best GC  | 56.89 | -83.57 | 0.71 |      48     |   78.67    |
| Best MFE | 52.00 | -90.03 | 0.59 |      47     |   79.11    |
| Best CAI | 52.89 | -89.80 | 0.75 |      48     |   78.67    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
