+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 52.00 | -76.80 | 0.63 |      51     |   77.33    |
|  Gen 2   | 52.00 | -76.40 | 0.60 |      47     |   79.11    |
|  Gen 3   | 55.11 | -88.60 | 0.57 |      54     |   75.56    |
|  Gen 4   | 52.00 | -76.33 | 0.58 |      42     |   81.33    |
|  Gen 5   | 53.33 | -80.40 | 0.58 |      54     |   75.56    |
|  Gen 6   | 50.22 | -77.67 | 0.58 |      48     |   78.67    |
|  Gen 7   | 51.56 | -73.50 | 0.58 |      50     |   77.78    |
|  Gen 8   | 50.67 | -72.90 | 0.58 |      45     |   80.00    |
|  Gen 9   | 52.00 | -80.67 | 0.55 |      55     |   75.11    |
|  Gen 10  | 51.11 | -74.80 | 0.56 |      46     |   79.11    |
|  Gen 11  | 50.22 | -76.63 | 0.55 |      53     |   76.44    |
|  Gen 12  | 52.44 | -71.63 | 0.55 |      50     |   77.78    |
|  Gen 13  | 50.67 | -77.03 | 0.54 |      63     |   71.56    |
|  Gen 14  | 49.78 | -68.03 | 0.56 |      47     |   79.11    |
|  Gen 15  | 53.33 | -78.23 | 0.54 |      46     |   79.56    |
|  Gen 16  | 51.56 | -67.10 | 0.55 |      52     |   76.89    |
|  Gen 17  | 47.56 | -72.23 | 0.54 |      51     |   76.89    |
|  Gen 18  | 51.11 | -73.50 | 0.54 |      48     |   78.67    |
|  Gen 19  | 48.00 | -70.47 | 0.54 |      49     |   78.22    |
|  Gen 20  | 48.44 | -78.60 | 0.53 |      56     |   74.67    |
|  Gen 21  | 51.56 | -67.60 | 0.55 |      56     |   75.11    |
|  Gen 22  | 49.78 | -77.20 | 0.53 |      54     |   75.11    |
|  Gen 23  | 49.78 | -73.83 | 0.53 |      52     |   76.89    |
|  Gen 24  | 49.33 | -81.47 | 0.52 |      56     |   75.11    |
|  Gen 25  | 53.78 | -87.10 | 0.51 |      47     |   79.11    |
|  Gen 26  | 47.11 | -71.60 | 0.54 |      48     |   78.67    |
|  Gen 27  | 50.67 | -74.60 | 0.53 |      50     |   77.78    |
|  Gen 28  | 49.33 | -76.20 | 0.53 |      54     |   76.00    |
|  Gen 29  | 48.00 | -73.50 | 0.53 |      53     |   76.44    |
|  Gen 30  | 48.89 | -77.20 | 0.52 |      50     |   77.33    |
|  Gen 31  | 50.22 | -72.40 | 0.53 |      51     |   77.33    |
|  Gen 32  | 49.78 | -77.10 | 0.52 |      46     |   79.56    |
|  Gen 33  | 47.56 | -74.60 | 0.52 |      55     |   74.67    |
|  Gen 34  | 47.11 | -78.97 | 0.52 |      45     |   79.56    |
|  Gen 35  | 48.44 | -66.90 | 0.53 |      52     |   76.00    |
|  Gen 36  | 48.89 | -71.90 | 0.53 |      45     |   80.00    |
|  Gen 37  | 49.78 | -72.70 | 0.52 |      51     |   77.33    |
|  Gen 38  | 46.22 | -76.47 | 0.52 |      59     |   73.33    |
|  Gen 39  | 50.67 | -65.80 | 0.53 |      45     |   79.56    |
|  Gen 40  | 49.33 | -76.00 | 0.52 |      44     |   80.44    |
|  Gen 41  | 49.78 | -68.90 | 0.53 |      53     |   75.56    |
|  Gen 42  | 47.56 | -77.87 | 0.51 |      47     |   79.11    |
|  Gen 43  | 46.22 | -67.77 | 0.53 |      54     |   75.56    |
|  Gen 44  | 48.89 | -78.10 | 0.51 |      50     |   77.33    |
|  Gen 45  | 48.00 | -70.00 | 0.52 |      58     |   74.22    |
|  Gen 46  | 48.00 | -79.23 | 0.50 |      45     |   80.00    |
|  Gen 47  | 47.56 | -67.47 | 0.52 |      56     |   75.11    |
|  Gen 48  | 51.11 | -75.40 | 0.51 |      56     |   75.11    |
|  Gen 49  | 50.22 | -76.17 | 0.51 |      57     |   74.22    |
|  Gen 50  | 48.44 | -67.30 | 0.52 |      53     |   76.44    |
| Best GC  | 55.11 | -88.60 | 0.57 |      54     |   75.56    |
| Best MFE | 55.11 | -88.60 | 0.57 |      54     |   75.56    |
| Best CAI | 52.00 | -76.80 | 0.63 |      51     |   77.33    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
