+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 53.78 | -81.80 | 0.64 |      49     |   78.22    |
|  Gen 2   | 52.89 | -82.30 | 0.62 |      58     |   74.22    |
|  Gen 3   | 52.44 | -80.67 | 0.61 |      51     |   76.89    |
|  Gen 4   | 50.67 | -83.53 | 0.61 |      47     |   78.67    |
|  Gen 5   | 52.89 | -89.47 | 0.57 |      55     |   75.11    |
|  Gen 6   | 52.44 | -78.83 | 0.59 |      42     |   80.89    |
|  Gen 7   | 53.33 | -91.10 | 0.56 |      52     |   76.89    |
|  Gen 8   | 52.44 | -82.23 | 0.57 |      55     |   75.11    |
|  Gen 9   | 49.33 | -83.20 | 0.56 |      57     |   74.67    |
|  Gen 10  | 52.00 | -73.60 | 0.56 |      57     |   74.67    |
|  Gen 11  | 52.89 | -78.77 | 0.55 |      50     |   77.78    |
|  Gen 12  | 50.67 | -74.43 | 0.56 |      52     |   76.89    |
|  Gen 13  | 49.78 | -82.87 | 0.54 |      53     |   76.00    |
|  Gen 14  | 49.78 | -69.60 | 0.56 |      53     |   76.44    |
|  Gen 15  | 48.89 | -75.30 | 0.55 |      52     |   76.89    |
|  Gen 16  | 50.67 | -76.30 | 0.55 |      58     |   74.22    |
|  Gen 17  | 49.33 | -75.83 | 0.55 |      57     |   74.22    |
|  Gen 18  | 50.67 | -77.30 | 0.55 |      49     |   77.78    |
|  Gen 19  | 53.78 | -80.00 | 0.54 |      59     |   73.78    |
|  Gen 20  | 50.22 | -74.70 | 0.55 |      49     |   78.22    |
|  Gen 21  | 50.22 | -75.90 | 0.55 |      46     |   79.56    |
|  Gen 22  | 53.33 | -86.83 | 0.53 |      47     |   79.11    |
|  Gen 23  | 49.78 | -76.17 | 0.54 |      51     |   77.33    |
|  Gen 24  | 48.89 | -78.33 | 0.54 |      57     |   74.67    |
|  Gen 25  | 50.22 | -71.90 | 0.55 |      56     |   75.11    |
|  Gen 26  | 51.11 | -71.07 | 0.55 |      58     |   74.22    |
|  Gen 27  | 47.11 | -67.13 | 0.55 |      44     |   80.00    |
|  Gen 28  | 52.89 | -76.27 | 0.54 |      59     |   73.33    |
|  Gen 29  | 48.44 | -78.90 | 0.53 |      48     |   78.67    |
|  Gen 30  | 49.33 | -76.13 | 0.53 |      46     |   79.56    |
|  Gen 31  | 50.67 | -71.67 | 0.54 |      51     |   77.33    |
|  Gen 32  | 50.22 | -75.30 | 0.53 |      40     |   82.22    |
|  Gen 33  | 48.44 | -74.97 | 0.53 |      50     |   77.78    |
|  Gen 34  | 49.78 | -79.30 | 0.53 |      50     |   77.78    |
|  Gen 35  | 49.78 | -69.10 | 0.54 |      49     |   77.33    |
|  Gen 36  | 49.78 | -71.50 | 0.53 |      56     |   74.22    |
|  Gen 37  | 46.22 | -73.60 | 0.53 |      55     |   75.11    |
|  Gen 38  | 48.44 | -71.20 | 0.53 |      50     |   77.78    |
|  Gen 39  | 50.67 | -73.10 | 0.53 |      55     |   75.56    |
|  Gen 40  | 49.78 | -75.70 | 0.52 |      59     |   73.78    |
|  Gen 41  | 48.00 | -70.57 | 0.53 |      63     |   72.00    |
|  Gen 42  | 48.44 | -75.23 | 0.52 |      50     |   77.33    |
|  Gen 43  | 48.44 | -70.07 | 0.53 |      57     |   74.22    |
|  Gen 44  | 46.67 | -68.10 | 0.53 |      49     |   77.78    |
|  Gen 45  | 48.44 | -69.67 | 0.52 |      39     |   82.67    |
|  Gen 46  | 45.33 | -72.57 | 0.52 |      51     |   76.89    |
|  Gen 47  | 48.00 | -64.93 | 0.53 |      45     |   79.56    |
|  Gen 48  | 50.67 | -75.70 | 0.51 |      58     |   73.33    |
|  Gen 49  | 49.33 | -68.40 | 0.52 |      52     |   76.89    |
|  Gen 50  | 48.89 | -72.90 | 0.51 |      56     |   74.22    |
| Best GC  | 53.78 | -81.80 | 0.64 |      49     |   78.22    |
| Best MFE | 53.33 | -91.10 | 0.56 |      52     |   76.89    |
| Best CAI | 53.78 | -81.80 | 0.64 |      49     |   78.22    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
