+----------+-------+--------+------+-------------+------------+
|   Seq    |  GC % |  MFE   | CAI  | Levenshtein | Identity % |
+----------+-------+--------+------+-------------+------------+
|  Gen 1   | 46.22 | -78.20 | 0.52 |      52     |   76.44    |
|  Gen 2   | 50.67 | -72.17 | 0.50 |      54     |   76.00    |
|  Gen 3   | 46.67 | -73.33 | 0.48 |      54     |   76.00    |
|  Gen 4   | 47.11 | -71.80 | 0.48 |      51     |   77.33    |
|  Gen 5   | 46.22 | -69.07 | 0.43 |      53     |   76.00    |
|  Gen 6   | 42.67 | -72.07 | 0.44 |      50     |   77.33    |
|  Gen 7   | 44.00 | -70.67 | 0.44 |      51     |   76.89    |
|  Gen 8   | 47.56 | -66.47 | 0.51 |      55     |   75.56    |
|  Gen 9   | 45.78 | -67.90 | 0.52 |      46     |   79.56    |
|  Gen 10  | 45.33 | -68.40 | 0.47 |      46     |   79.56    |
|  Gen 11  | 44.89 | -68.60 | 0.48 |      45     |   80.00    |
|  Gen 12  | 44.44 | -68.40 | 0.41 |      55     |   74.67    |
|  Gen 13  | 45.33 | -66.90 | 0.50 |      49     |   77.78    |
|  Gen 14  | 48.00 | -63.60 | 0.53 |      56     |   75.11    |
|  Gen 15  | 45.33 | -66.30 | 0.48 |      53     |   76.44    |
|  Gen 16  | 44.00 | -67.47 | 0.48 |      52     |   76.89    |
|  Gen 17  | 46.22 | -65.20 | 0.49 |      56     |   75.11    |
|  Gen 18  | 44.44 | -66.00 | 0.45 |      58     |   74.22    |
|  Gen 19  | 44.89 | -65.50 | 0.47 |      53     |   76.44    |
|  Gen 20  | 44.89 | -65.40 | 0.48 |      52     |   76.89    |
|  Gen 21  | 46.22 | -64.00 | 0.47 |      53     |   76.44    |
|  Gen 22  | 44.44 | -65.70 | 0.53 |      51     |   76.89    |
|  Gen 23  | 45.78 | -64.40 | 0.49 |      42     |   80.89    |
|  Gen 24  | 44.89 | -65.20 | 0.45 |      58     |   73.78    |
|  Gen 25  | 43.56 | -66.40 | 0.44 |      53     |   76.44    |
|  Gen 26  | 45.33 | -64.43 | 0.49 |      55     |   75.56    |
|  Gen 27  | 43.11 | -66.57 | 0.45 |      57     |   74.67    |
|  Gen 28  | 45.33 | -64.10 | 0.47 |      51     |   76.89    |
|  Gen 29  | 45.33 | -64.00 | 0.47 |      50     |   77.78    |
|  Gen 30  | 44.00 | -65.20 | 0.45 |      59     |   73.78    |
|  Gen 31  | 46.22 | -62.97 | 0.45 |      48     |   78.67    |
|  Gen 32  | 44.00 | -64.87 | 0.47 |      53     |   76.00    |
|  Gen 33  | 47.11 | -61.50 | 0.47 |      49     |   78.22    |
|  Gen 34  | 46.67 | -61.80 | 0.50 |      53     |   76.44    |
|  Gen 35  | 44.00 | -64.20 | 0.48 |      50     |   77.78    |
|  Gen 36  | 44.89 | -63.30 | 0.46 |      55     |   75.11    |
|  Gen 37  | 45.33 | -62.83 | 0.47 |      50     |   77.78    |
|  Gen 38  | 46.22 | -61.87 | 0.45 |      56     |   75.11    |
|  Gen 39  | 44.89 | -63.20 | 0.42 |      51     |   77.33    |
|  Gen 40  | 43.56 | -64.50 | 0.44 |      48     |   77.78    |
|  Gen 41  | 46.22 | -61.70 | 0.47 |      51     |   76.89    |
|  Gen 42  | 44.44 | -63.50 | 0.40 |      57     |   74.22    |
|  Gen 43  | 45.33 | -62.50 | 0.46 |      52     |   76.89    |
|  Gen 44  | 44.00 | -63.40 | 0.41 |      53     |   76.00    |
|  Gen 45  | 44.00 | -63.30 | 0.46 |      52     |   76.44    |
|  Gen 46  | 44.44 | -62.77 | 0.47 |      49     |   78.22    |
|  Gen 47  | 45.78 | -61.23 | 0.46 |      50     |   76.89    |
|  Gen 48  | 44.44 | -62.60 | 0.43 |      48     |   78.67    |
|  Gen 49  | 45.33 | -61.70 | 0.43 |      56     |   74.67    |
|  Gen 50  | 44.89 | -61.50 | 0.46 |      47     |   79.11    |
| Best GC  | 50.67 | -72.17 | 0.50 |      54     |   76.00    |
| Best MFE | 46.22 | -78.20 | 0.52 |      52     |   76.44    |
| Best CAI | 48.00 | -63.60 | 0.53 |      56     |   75.11    |
| Natural  | 45.33 | -68.20 | 0.54 |      0      |   100.00   |
+----------+-------+--------+------+-------------+------------+
